DTXSID,label,predicted_proba,is_error,uncertainty_std,nn_tanimoto_to_train,ad_novelty
DTXSID1032519,0.0,0.324,False,0.46799999999999775,0.2619047619047619,0.7380952380952381
DTXSID9032531,1.0,0.348,True,0.47633601585435625,0.6037735849056604,0.39622641509433965
DTXSID9032533,1.0,0.666,False,0.4716396929860744,0.25,0.75
DTXSID3032547,0.0,0.204,False,0.4029689814365376,0.2391304347826087,0.7608695652173914
DTXSID3032549,1.0,0.582,False,0.4932301693935588,0.3157894736842105,0.6842105263157895
DTXSID2032550,1.0,0.41,True,0.49183330509431705,0.3448275862068966,0.6551724137931034
DTXSID2032552,0.0,0.464,False,0.4987023160162766,0.3333333333333333,0.6666666666666667
DTXSID2032554,0.0,0.312,False,0.46330983153824934,0.5084745762711864,0.4915254237288136
DTXSID7032555,0.0,0.214,False,0.4101268096576956,0.20270270270270271,0.7972972972972973
DTXSID4032580,1.0,0.542,False,0.49823287727728394,0.4918032786885246,0.5081967213114754
DTXSID0032601,0.0,0.306,False,0.46082968654373785,0.4482758620689655,0.5517241379310345
DTXSID4032615,0.0,0.302,False,0.459125255240878,0.2631578947368421,0.736842105263158
DTXSID7032630,0.0,0.21,False,0.4073082370883259,0.3333333333333333,0.6666666666666667
DTXSID2032631,0.0,0.154,False,0.36094874982468084,0.4423076923076923,0.5576923076923077
DTXSID2032637,0.0,0.204,False,0.40296898143653787,0.26666666666666666,0.7333333333333334
DTXSID2032639,1.0,0.49,True,0.49989998999799773,0.35185185185185186,0.6481481481481481
DTXSID1032640,0.0,0.324,False,0.46799999999999753,0.4358974358974359,0.5641025641025641
DTXSID0032651,1.0,0.576,False,0.49419024676737755,0.5666666666666667,0.43333333333333335
DTXSID8032673,0.0,0.308,False,0.46166654632970866,0.4473684210526316,0.5526315789473684
DTXSID3032751,1.0,0.502,False,0.4999959999839986,0.45,0.55
DTXSID0033334,0.0,0.322,False,0.4672429774753179,0.18181818181818182,0.8181818181818181
DTXSID1033402,0.0,0.424,False,0.4941902467673775,0.4666666666666667,0.5333333333333333
DTXSID8033433,0.0,0.164,False,0.37027557305336745,0.3111111111111111,0.6888888888888889
DTXSID0033469,0.0,0.216,False,0.41151427678757235,0.3645833333333333,0.6354166666666667
DTXSID6033538,0.0,0.15,False,0.35707142142714304,0.5918367346938775,0.40816326530612246
DTXSID5033595,0.0,0.2215,False,0.41480447201060905,0.2972972972972973,0.7027027027027026
DTXSID5033674,0.0,0.1575,False,0.3637564432419018,0.44680851063829785,0.5531914893617021
DTXSID2033736,1.0,0.338,True,0.47302854036516556,0.2558139534883721,0.7441860465116279
DTXSID9033923,0.0,0.458,False,0.49823287727728416,0.32,0.6799999999999999
DTXSID0033960,1.0,0.368,True,0.4822613399392491,0.1839080459770115,0.8160919540229885
DTXSID3034113,0.0,0.274,False,0.44600896851969135,0.4117647058823529,0.5882352941176471
DTXSID6034186,0.0,0.328,False,0.46948482403587927,0.42424242424242425,0.5757575757575757
DTXSID0034223,1.0,0.516,False,0.4997439344304241,0.28846153846153844,0.7115384615384616
DTXSID7034252,0.0,0.266,False,0.44186423254208046,0.22580645161290322,0.7741935483870968
DTXSID5034270,0.0,0.112,False,0.315366453510831,0.45614035087719296,0.543859649122807
DTXSID2034338,0.0,0.3,False,0.45825756949558505,0.3958333333333333,0.6041666666666667
DTXSID9034361,0.0,0.396,False,0.4890644129355581,0.4772727272727273,0.5227272727272727
DTXSID7034383,0.0,0.302,False,0.45912525524087805,0.5588235294117647,0.4411764705882353
DTXSID6034392,0.0,0.568,True,0.4953544185732068,0.36,0.64
DTXSID8034401,1.0,0.474,True,0.49932354240512206,0.32558139534883723,0.6744186046511628
DTXSID3034456,0.0,0.34,False,0.4737087712930799,0.28888888888888886,0.7111111111111111
DTXSID9034492,1.0,0.306,True,0.46082968654373785,0.27906976744186046,0.7209302325581395
DTXSID8034586,1.0,0.48,True,0.499599839871872,0.2982456140350877,0.7017543859649122
DTXSID8034588,1.0,0.51,False,0.49989998999799756,0.32558139534883723,0.6744186046511628
DTXSID2034625,0.0,0.444,False,0.4968541033341672,0.2459016393442623,0.7540983606557377
DTXSID1034634,1.0,0.696,False,0.4599826083668814,0.5666666666666667,0.43333333333333335
DTXSID8034669,0.0,0.1247,False,0.32908191989229585,0.36764705882352944,0.6323529411764706
DTXSID0034722,0.0,0.36,False,0.47999999999999876,0.21666666666666667,0.7833333333333333
DTXSID5034723,0.0,0.53,True,0.49909918853871227,0.3157894736842105,0.6842105263157895
DTXSID8034871,0.0,0.32,False,0.466476151587626,0.4166666666666667,0.5833333333333333
DTXSID2034881,1.0,0.602,False,0.48948544411453176,0.32,0.6799999999999999
DTXSID6034928,1.0,0.526,False,0.4993235424051221,0.27692307692307694,0.7230769230769231
DTXSID1034929,1.0,0.364,True,0.481148625686493,0.23728813559322035,0.7627118644067796
DTXSID0034930,0.0,0.196,False,0.3969685126052184,0.26785714285714285,0.7321428571428572
DTXSID0034936,0.0,0.196,False,0.39696851260521837,0.72,0.28
DTXSID7034961,0.0,0.224,False,0.41692205506545127,0.38181818181818183,0.6181818181818182
DTXSID2034962,0.0,0.194,False,0.3954288810898876,0.40350877192982454,0.5964912280701755
DTXSID1034973,0.0,0.406,False,0.4910845141113679,0.2391304347826087,0.7608695652173914
DTXSID4035209,0.0,0.178,False,0.38251274488570824,0.1951219512195122,0.8048780487804879
DTXSID9035620,0.0,0.048,False,0.2137662274541969,0.30303030303030304,0.696969696969697
DTXSID2036112,1.0,0.192,True,0.3938730760029169,0.4358974358974359,0.5641025641025641
DTXSID6036467,0.0,0.402,False,0.4903019477831982,0.5625,0.4375
DTXSID0036760,0.0,0.138,False,0.3448999855030445,0.25,0.75
DTXSID2037186,1.0,0.554,False,0.49707544698968903,0.3333333333333333,0.6666666666666667
DTXSID9037539,1.0,0.416,True,0.4928934976239798,0.36363636363636365,0.6363636363636364
DTXSID3037541,1.0,0.394,True,0.48863483297857674,0.36363636363636365,0.6363636363636364
DTXSID5037577,0.0,0.3866,False,0.4861280078333255,0.2222222222222222,0.7777777777777778
DTXSID4037748,0.0,0.07,False,0.25514701644346033,0.14285714285714285,0.8571428571428572
DTXSID8037752,0.0,0.552,True,0.4972886485734427,0.7916666666666666,0.20833333333333337
DTXSID8038801,0.0,0.258,False,0.43753399867895915,0.34375,0.65625
DTXSID3038852,0.0,0.252,False,0.4341612603630124,0.4358974358974359,0.5641025641025641
DTXSID4038926,0.0,0.26,False,0.4386342439892258,0.7037037037037037,0.2962962962962963
DTXSID0040129,0.0,0.088,False,0.28329489935401264,0.35,0.65
DTXSID2040151,0.0,0.056,False,0.2299217258111995,0.28,0.72
DTXSID7040152,0.0,0.378,False,0.48488761584515466,0.5,0.5
DTXSID0040208,1.0,0.462,True,0.49855390882030043,0.16494845360824742,0.8350515463917526
DTXSID8040270,1.0,0.442,True,0.4966246067202052,0.3333333333333333,0.6666666666666667
DTXSID7040360,0.0,0.368,False,0.48226133993924897,0.45,0.55
DTXSID1040372,0.0,0.328,False,0.4694848240358793,0.36065573770491804,0.639344262295082
DTXSID2040525,1.0,0.542,False,0.4982328772772839,0.42857142857142855,0.5714285714285714
DTXSID0040547,1.0,0.392,True,0.48819668167655683,0.3939393939393939,0.6060606060606061
DTXSID2040579,0.0,0.2815,False,0.44931364323821554,0.25,0.75
DTXSID1040617,0.0,0.294,False,0.4555919226676447,0.2631578947368421,0.736842105263158
DTXSID1040619,1.0,0.422,True,0.49387852757535416,0.3958333333333333,0.6041666666666667
DTXSID0040620,0.0,0.142,False,0.3490501396647776,0.20454545454545456,0.7954545454545454
DTXSID5040625,0.0,0.278,False,0.4480133926569618,0.12935323383084577,0.8706467661691543
DTXSID3040643,0.0,0.336,False,0.4723388614120173,0.34782608695652173,0.6521739130434783
DTXSID7040651,0.0,0.214,False,0.4101268096576956,0.18666666666666668,0.8133333333333334
DTXSID2040652,0.0,0.264,False,0.4407992740465884,0.21739130434782608,0.782608695652174
DTXSID6040662,1.0,0.774,False,0.41823916602824124,0.296875,0.703125
DTXSID6040666,0.0,0.064,False,0.24475293665245437,0.36666666666666664,0.6333333333333333
DTXSID6040668,0.0,0.128,False,0.3340898082851386,0.2564102564102564,0.7435897435897436
DTXSID0040672,0.0,0.582,True,0.49323016939355885,0.66,0.33999999999999997
DTXSID5040675,0.0,0.216,False,0.41151427678757235,0.3333333333333333,0.6666666666666667
DTXSID0040676,0.0,0.106,False,0.30783761953341415,0.34375,0.65625
DTXSID9040685,0.0,0.152,False,0.3590208907570682,0.1891891891891892,0.8108108108108107
DTXSID8040727,0.0,0.358,False,0.4794121400215057,0.5416666666666666,0.45833333333333337
DTXSID2040735,0.0,0.018,False,0.13295111883696212,0.29411764705882354,0.7058823529411764
DTXSID0040757,1.0,0.274,True,0.4460089685196912,0.2631578947368421,0.736842105263158
DTXSID5040758,1.0,0.468,True,0.498974949271003,0.46153846153846156,0.5384615384615384
DTXSID0040965,0.0,0.47,False,0.4990991885387122,0.5957446808510638,0.4042553191489362
DTXSID4040979,1.0,0.38,True,0.48538644398046465,0.2839506172839506,0.7160493827160495
DTXSID3040980,0.0,0.104,False,0.30526054445342105,0.41935483870967744,0.5806451612903225
DTXSID7041045,0.0,0.076,False,0.2649981132008302,0.3150684931506849,0.6849315068493151
DTXSID2041046,0.0,0.179,False,0.3826996211129568,0.35064935064935066,0.6493506493506493
DTXSID7041091,0.0,0.074,False,0.26177089219391986,0.2571428571428571,0.7428571428571429
DTXSID8041115,1.0,0.324,True,0.4679999999999981,0.17045454545454544,0.8295454545454546
DTXSID7041178,0.0,0.264,False,0.4407992740465878,0.3888888888888889,0.6111111111111112
DTXSID2041206,0.0,0.53,True,0.49909918853871227,0.25,0.75
DTXSID7041253,0.0,0.012,False,0.10888526071052951,0.42857142857142855,0.5714285714285714
DTXSID1041269,1.0,0.206,True,0.4044304637388239,0.46153846153846156,0.5384615384615384
DTXSID5041302,0.0,0.058,False,0.23374344910606662,0.18181818181818182,0.8181818181818181
DTXSID7041467,0.0,0.09,False,0.2861817604250826,0.36666666666666664,0.6333333333333333
DTXSID9041607,0.0,0.07,False,0.2551470164434605,0.36363636363636365,0.6363636363636364
DTXSID3041619,0.0,0.24,False,0.42708313008125115,0.6904761904761905,0.30952380952380953
DTXSID7041708,1.0,0.698,False,0.4591252552408782,0.5576923076923077,0.4423076923076923
DTXSID5041726,1.0,0.362,True,0.48057881767718497,0.5396825396825397,0.46031746031746035
DTXSID5041728,0.0,0.536,True,0.4987023160162767,0.4318181818181818,0.5681818181818181
DTXSID5041772,1.0,0.624,False,0.4843800161030576,0.6,0.4
DTXSID8041799,1.0,0.54,False,0.49839743177508605,0.38636363636363635,0.6136363636363636
DTXSID6041844,0.0,0.014,False,0.11749042514179578,0.41935483870967744,0.5806451612903225
DTXSID2041884,0.0,0.484,False,0.4997439344304241,0.5945945945945946,0.4054054054054054
DTXSID1041897,0.0,0.462,False,0.49855390882030026,0.48,0.52
DTXSID0041987,0.0,0.502,True,0.4999959999839985,0.3409090909090909,0.6590909090909092
DTXSID4041995,1.0,0.388,True,0.4872945721019253,0.4411764705882353,0.5588235294117647
DTXSID8042052,0.0,0.084,False,0.27738781516137184,0.34782608695652173,0.6521739130434783
DTXSID0042080,1.0,0.428,True,0.49478884385159655,0.46808510638297873,0.5319148936170213
DTXSID5042083,1.0,0.438,True,0.4961411089599417,0.410958904109589,0.589041095890411
DTXSID3042130,0.0,0.512,True,0.4998559792580283,0.5294117647058824,0.47058823529411764
DTXSID8042137,0.0,0.522,True,0.49951576551696547,0.45454545454545453,0.5454545454545454
DTXSID9042170,0.0,0.054,False,0.2260176984220483,0.56,0.43999999999999995
DTXSID5042247,0.0,0.3,False,0.45716517802649986,0.4411764705882353,0.5588235294117647
DTXSID0042248,0.0,0.31760000000000005,False,0.4651991401539754,0.4,0.6
DTXSID7042356,0.0,0.144,False,0.35108973211986666,0.5517241379310345,0.4482758620689655
DTXSID1042360,1.0,0.37,True,0.48280430818293163,0.38181818181818183,0.6181818181818182
DTXSID3042477,1.0,0.482,True,0.4996758949559231,0.39473684210526316,0.6052631578947368
DTXSID1042570,0.0,0.476,False,0.49942366784124104,0.3684210526315789,0.631578947368421
DTXSID6042579,1.0,0.264,True,0.44079927404658775,0.3,0.7
DTXSID9042592,0.0,0.382,False,0.48587652752525295,0.3150684931506849,0.6849315068493151
DTXSID9042594,0.0,0.412,False,0.4921950832749129,0.2972972972972973,0.7027027027027026
DTXSID6042602,0.0,0.414,False,0.4925484747717733,0.3684210526315789,0.631578947368421
DTXSID0042612,0.0,0.446,False,0.49707544698968903,0.3037974683544304,0.6962025316455696
DTXSID0042618,0.0,0.548,True,0.4976906669810049,0.717948717948718,0.28205128205128205
DTXSID4042622,0.0,0.414,False,0.49254847477177327,0.27586206896551724,0.7241379310344828
DTXSID3042631,1.0,0.9,False,0.3000000000000001,0.7631578947368421,0.23684210526315785
DTXSID6043709,0.0,0.266,False,0.44186423254208046,0.37142857142857144,0.6285714285714286
DTXSID5043714,0.0,0.086,False,0.2803640490505157,0.2926829268292683,0.7073170731707317
DTXSID3043782,1.0,0.434,True,0.49562485813364926,0.32926829268292684,0.6707317073170731
DTXSID8043814,0.0,0.666,True,0.4716396929860742,0.3,0.7
DTXSID7043952,1.0,0.57,False,0.49507575177946184,0.28,0.72
DTXSID9043988,0.0,0.532,True,0.49897494927100294,0.4642857142857143,0.5357142857142857
DTXSID5044029,0.0,0.344,False,0.47504105085771153,0.2361111111111111,0.7638888888888888
DTXSID9044112,0.0,0.38,False,0.48538644398046443,0.6222222222222222,0.37777777777777777
DTXSID2044137,0.0,0.4,False,0.48989794855663393,0.48,0.52
DTXSID8044204,1.0,0.368,True,0.4822613399392491,0.3037974683544304,0.6962025316455696
DTXSID2044214,0.0,0.29,False,0.4537620521815381,0.46551724137931033,0.5344827586206897
DTXSID7044217,0.0,0.36966666666666664,False,0.4824266207874995,0.3230769230769231,0.676923076923077
DTXSID2044218,0.0,0.2415,False,0.4275543825059,0.3108108108108108,0.6891891891891893
DTXSID1044221,1.0,0.2,True,0.40000000000000047,0.23958333333333334,0.7604166666666666
DTXSID1044223,1.0,0.382,True,0.485876527525253,0.31746031746031744,0.6825396825396826
DTXSID0044236,1.0,0.49,True,0.49989998999799756,0.4782608695652174,0.5217391304347826
DTXSID6044272,0.0,0.124,False,0.3295815528818334,0.65625,0.34375
DTXSID5044289,0.0,0.158,False,0.3647410040014682,0.6538461538461539,0.34615384615384615
DTXSID7044346,0.0,0.226,False,0.4182391660282411,0.21686746987951808,0.7831325301204819
DTXSID6044359,0.0,0.168,False,0.3738662862575343,0.9411764705882353,0.05882352941176472
DTXSID5044362,0.0,0.016,False,0.12547509713086544,0.7142857142857143,0.2857142857142857
DTXSID8044381,1.0,0.362,True,0.48057881767718497,0.34615384615384615,0.6538461538461539
DTXSID0044494,0.0,0.206,False,0.4044304637388235,0.7,0.30000000000000004
DTXSID2044507,1.0,0.578,False,0.49387852757535405,0.3125,0.6875
DTXSID1044518,0.0,0.216,False,0.41151427678757235,0.2564102564102564,0.7435897435897436
DTXSID7044554,0.0,0.254,False,0.4352975993501448,0.4,0.6
DTXSID2044559,1.0,0.216,True,0.4115142767875724,0.7560975609756098,0.24390243902439024
DTXSID1044568,0.0,0.166,False,0.3720806364217299,0.7777777777777778,0.2222222222222222
DTXSID0044575,0.0,0.096,False,0.2945912422323519,0.25,0.75
DTXSID4044585,1.0,0.498,True,0.49999599998399846,0.32075471698113206,0.679245283018868
DTXSID8044597,0.0,0.584,True,0.49289349762397966,0.4838709677419355,0.5161290322580645
DTXSID9044613,0.0,0.2,False,0.40000000000000047,0.45454545454545453,0.5454545454545454
DTXSID7044633,0.0,0.38,False,0.4853864439804649,0.36538461538461536,0.6346153846153846
DTXSID6044646,0.0,0.246,False,0.4306785344082076,0.3103448275862069,0.6896551724137931
DTXSID0044658,0.0,0.306,False,0.4608296865437381,0.42857142857142855,0.5714285714285714
DTXSID4044668,0.0,0.498,False,0.49999599998399863,0.40625,0.59375
DTXSID7044718,1.0,0.482,True,0.499675894955923,0.41379310344827586,0.5862068965517242
DTXSID5044786,1.0,0.336,True,0.4723388614120175,0.2982456140350877,0.7017543859649122
DTXSID1044805,0.0,0.068,False,0.2517459036409527,0.5185185185185185,0.4814814814814815
DTXSID5044817,1.0,0.166,True,0.37208063642172956,0.2857142857142857,0.7142857142857143
DTXSID2044842,0.0,0.222,False,0.4155911452377201,0.3333333333333333,0.6666666666666667
DTXSID1044859,0.0,0.512,True,0.49985597925802827,0.5357142857142857,0.4642857142857143
DTXSID5044869,0.0,0.146,False,0.3531062163145803,0.5238095238095238,0.47619047619047616
DTXSID4044876,0.0,0.028,False,0.1649727250184098,0.6521739130434783,0.34782608695652173
DTXSID8044886,0.0,0.574,True,0.4944936804449591,0.6,0.4
DTXSID9044908,0.0,0.024,False,0.15304901175767224,0.34782608695652173,0.6521739130434783
DTXSID2044923,0.0,0.446,False,0.49707544698968914,0.32608695652173914,0.6739130434782609
DTXSID8044961,0.0,0.144,False,0.35108973211986666,0.3333333333333333,0.6666666666666667
DTXSID2044971,0.0,0.55,True,0.49749371855330915,0.6333333333333333,0.3666666666666667
DTXSID5044998,0.0,0.476,False,0.4994236678412411,0.2682926829268293,0.7317073170731707
DTXSID0045090,0.0,0.513,True,0.4993305518391598,0.3404255319148936,0.6595744680851063
DTXSID2045105,0.0,0.556,True,0.4968541033341673,0.2926829268292683,0.7073170731707317
DTXSID1045112,0.0,0.2135,False,0.40931986269908804,0.47619047619047616,0.5238095238095238
DTXSID6045117,0.0,0.524,True,0.49942366784124115,0.375,0.625
DTXSID6045119,0.0,0.444,False,0.4968541033341674,0.23076923076923078,0.7692307692307692
DTXSID5045128,0.0,0.104,False,0.30526054445342143,0.4444444444444444,0.5555555555555556
DTXSID4045131,0.0,0.164,False,0.3702755730533682,0.42857142857142855,0.5714285714285714
DTXSID4045133,0.0,0.642,True,0.47941214002150556,0.42857142857142855,0.5714285714285714
DTXSID9045136,0.0,0.496,False,0.4999839997439926,0.3275862068965517,0.6724137931034483
DTXSID8045147,0.0,0.218,False,0.41288739384970363,0.2926829268292683,0.7073170731707317
DTXSID8045149,0.0,0.144,False,0.3510897321198666,0.3191489361702128,0.6808510638297872
DTXSID7045150,1.0,0.468,True,0.498974949271003,0.32432432432432434,0.6756756756756757
DTXSID7045152,1.0,0.35,True,0.47696960070847366,0.3,0.7
DTXSID2045153,0.0,0.228,False,0.41954260808647414,0.35294117647058826,0.6470588235294117
DTXSID1045160,0.0,0.296,False,0.4564909637659856,0.21875,0.78125
DTXSID1045162,0.0,0.314,False,0.46411636471902223,0.25,0.75
DTXSID1045164,0.0,0.134,False,0.3406523154185212,0.4878048780487805,0.5121951219512195
DTXSID1045168,0.0,0.142,False,0.34905013966477766,0.5689655172413793,0.43103448275862066
DTXSID4045183,0.0,0.294,False,0.45559192266764476,0.4,0.6
DTXSID3045196,0.0,0.226,False,0.4182391660282414,0.44642857142857145,0.5535714285714286
DTXSID3045198,0.0,0.256,False,0.43642181430354593,0.25,0.75
DTXSID5045201,0.0,0.24,False,0.4270831300812515,0.32432432432432434,0.6756756756756757
DTXSID0045206,0.0,0.048,False,0.21376622745419765,0.22580645161290322,0.7741935483870968
DTXSID5045209,0.0,0.352,False,0.47759396981117747,0.32432432432432434,0.6756756756756757
DTXSID8045220,0.0,0.112,False,0.3153664535108311,0.36538461538461536,0.6346153846153846
DTXSID3045221,0.0,0.252,False,0.434161260363012,0.4,0.6
DTXSID8045224,0.0,0.32,False,0.46647615158762606,0.27586206896551724,0.7241379310344828
DTXSID6045240,0.0,0.494,False,0.49996399870390446,0.3333333333333333,0.6666666666666667
DTXSID6045244,0.0,0.184,False,0.38748419322599487,0.4864864864864865,0.5135135135135135
DTXSID1045245,0.0,0.312,False,0.46330983153824934,0.36666666666666664,0.6333333333333333
DTXSID0045250,0.0,0.048,False,0.2137662274541972,0.5384615384615384,0.46153846153846156
DTXSID9045267,0.0,0.384,False,0.48635789291426285,0.4666666666666667,0.5333333333333333
DTXSID1045297,0.0,0.294,False,0.45559192266764476,0.4117647058823529,0.5882352941176471
DTXSID7045312,0.0,0.222,False,0.4155911452377201,0.22727272727272727,0.7727272727272727
DTXSID6045321,0.0,0.222,False,0.4155911452377201,0.48717948717948717,0.5128205128205128
DTXSID9045342,0.0,0.08142857142857143,False,0.27274492830915714,0.5964912280701754,0.4035087719298246
DTXSID2045361,0.0,0.228,False,0.41954260808647403,0.4827586206896552,0.5172413793103448
DTXSID7045366,0.0,0.226,False,0.41823916602824096,0.391304347826087,0.6086956521739131
DTXSID2045367,0.0,0.35,False,0.47696960070847366,0.5319148936170213,0.46808510638297873
DTXSID6045377,1.0,0.384,True,0.48635789291426296,0.4,0.6
DTXSID5045380,0.0,0.282,False,0.44997333254316463,0.41509433962264153,0.5849056603773585
DTXSID9045390,0.0,0.136,False,0.34278856457005596,0.4375,0.5625
DTXSID6045402,0.0,0.298,False,0.45737949232557445,0.3225806451612903,0.6774193548387097
DTXSID6045408,0.0,0.238,False,0.4258591316386219,0.3333333333333333,0.6666666666666667
DTXSID5045413,1.0,0.614,False,0.4868305660083389,0.5306122448979592,0.4693877551020408
DTXSID0045416,0.0,0.132,False,0.3384907679686391,0.32653061224489793,0.6734693877551021
DTXSID5045417,0.0,0.1935,False,0.394566534313288,0.28888888888888886,0.7111111111111111
DTXSID4045424,0.0,0.138,False,0.34489998550304446,0.41935483870967744,0.5806451612903225
DTXSID9045429,0.0,0.102,False,0.3026483107502843,0.25,0.75
DTXSID3045433,0.0,0.156,False,0.3628553430776508,0.5972222222222222,0.4027777777777778
DTXSID3045435,0.0,0.338,False,0.47302854036516556,0.5217391304347826,0.4782608695652174
DTXSID3045439,0.0,0.386,False,0.48683056600833846,0.4583333333333333,0.5416666666666667
DTXSID2045440,0.0,0.73,True,0.44395945760846256,0.56,0.43999999999999995
DTXSID0045462,1.0,0.304,True,0.45998260836688143,0.3225806451612903,0.6774193548387097
DTXSID5045465,0.0,0.074,False,0.2617708921939193,0.4461538461538462,0.5538461538461539
DTXSID0045468,0.0,0.204,False,0.4029689814365379,0.6666666666666666,0.33333333333333337
DTXSID2045490,1.0,0.644,False,0.47881520443695086,0.6153846153846154,0.3846153846153846
DTXSID7045493,0.0,0.15,False,0.35707142142714293,0.24096385542168675,0.7590361445783133
DTXSID2045498,0.0,0.202,False,0.40149221661197776,0.6285714285714286,0.37142857142857144
DTXSID9045508,0.0,0.408,False,0.49146312170904716,0.26666666666666666,0.7333333333333334
DTXSID8045513,0.0,0.256,False,0.43642181430354615,0.4375,0.5625
DTXSID3045514,0.0,0.184,False,0.38748419322599487,0.25316455696202533,0.7468354430379747
DTXSID2045529,0.0,0.436,False,0.49588708392132763,0.7192982456140351,0.2807017543859649
DTXSID1045530,0.0,0.214,False,0.4101268096576956,0.25396825396825395,0.746031746031746
DTXSID6045531,0.0,0.23,False,0.4208325082500154,0.24324324324324326,0.7567567567567568
DTXSID6045533,0.0,0.234,False,0.42337217669563343,0.42424242424242425,0.5757575757575757
DTXSID1045538,0.0,0.048,False,0.21376622745419768,0.5795454545454546,0.4204545454545454
DTXSID5045542,0.0,0.078,False,0.26817158686184583,0.7,0.30000000000000004
DTXSID5045544,0.0,0.406,False,0.49108451411136783,0.59375,0.40625
DTXSID0045547,0.0,0.166,False,0.37208063642172956,0.4,0.6
DTXSID9045552,0.0,0.268,False,0.44291759956001064,0.26436781609195403,0.735632183908046
DTXSID9045556,0.0,0.144,False,0.3510897321198666,0.3695652173913043,0.6304347826086957
DTXSID8045561,0.0,0.058,False,0.2337434491060669,0.7735849056603774,0.2264150943396226
DTXSID7045570,0.0,0.188,False,0.3907121702737195,0.578125,0.421875
DTXSID7045574,0.0,0.09342857142857143,False,0.29033000224586025,0.676923076923077,0.32307692307692304
DTXSID6045583,0.0,0.22,False,0.41424630354416087,0.2708333333333333,0.7291666666666667
DTXSID6045585,0.0,0.082,False,0.2743647207641669,0.4864864864864865,0.5135135135135135
DTXSID5045596,0.0,0.452,False,0.4976906669810048,0.35714285714285715,0.6428571428571428
DTXSID0045597,0.0,0.3,False,0.4582575694955853,0.38235294117647056,0.6176470588235294
DTXSID5045598,0.0,0.346,False,0.4756931784249158,0.23529411764705882,0.7647058823529411
DTXSID0045599,0.0,0.118,False,0.3226081214104827,0.5681818181818182,0.43181818181818177
DTXSID7045603,0.0,0.066,False,0.24828209762284614,0.75,0.25
DTXSID1045615,0.0,0.21,False,0.4073082370883259,0.2857142857142857,0.7142857142857143
DTXSID5045623,0.0,0.192,False,0.39387307600291727,0.40625,0.59375
DTXSID9045631,0.0,0.424,False,0.49419024676737744,0.3333333333333333,0.6666666666666667
DTXSID9045635,0.0,0.908,True,0.28902595039200096,0.8787878787878788,0.12121212121212122
DTXSID9045637,0.0,0.186,False,0.38910666917954434,0.23636363636363636,0.7636363636363637
DTXSID9045639,0.0,0.128,False,0.33408980828513857,0.5405405405405406,0.45945945945945943
DTXSID7045651,0.0,0.344,False,0.47504105085771153,0.29411764705882354,0.7058823529411764
DTXSID2045658,0.0,0.09,False,0.28618176042508264,0.3888888888888889,0.6111111111111112
DTXSID7045659,0.0,0.24159999999999998,False,0.4276791320604737,0.3157894736842105,0.6842105263157895
DTXSID6045660,0.0,0.296,False,0.45649096376598536,0.28,0.72
DTXSID1045665,0.0,0.332,False,0.47093099282166717,0.328125,0.671875
DTXSID5045677,0.0,0.266,False,0.4418642325420807,0.24528301886792453,0.7547169811320755
DTXSID0045678,1.0,0.28301666666666664,True,0.44955723248300483,0.20481927710843373,0.7951807228915663
DTXSID4045680,0.0,0.462,False,0.4985539088203002,0.35555555555555557,0.6444444444444444
DTXSID4045688,0.0,0.248,False,0.4318518264405046,0.2711864406779661,0.728813559322034
DTXSID8045690,0.0,0.33,False,0.4702127178203503,0.38095238095238093,0.6190476190476191
DTXSID3045691,0.0,0.272,False,0.44498988752554736,0.35294117647058826,0.6470588235294117
DTXSID8045698,0.0,0.326,False,0.4687472666586952,0.46296296296296297,0.537037037037037
DTXSID5045700,0.0,0.49,False,0.49989998999799745,0.36666666666666664,0.6333333333333333
DTXSID0045701,0.0,0.156,False,0.362855343077651,0.5070422535211268,0.49295774647887325
DTXSID0045705,0.0,0.244,False,0.42949272403615724,0.25757575757575757,0.7424242424242424
DTXSID0045709,0.0,0.132,False,0.33849076796863925,0.603448275862069,0.39655172413793105
DTXSID1045746,0.0,0.416,False,0.4928934976239799,0.2826086956521739,0.7173913043478262
DTXSID0045757,0.0,0.506,True,0.49996399870390446,0.30303030303030304,0.696969696969697
DTXSID9045762,0.0,0.526,True,0.49932354240512217,0.391304347826087,0.6086956521739131
DTXSID3045770,0.0,0.16,False,0.3666060555964654,0.35714285714285715,0.6428571428571428
DTXSID8045775,0.0,0.422,False,0.4938785275753541,0.2638888888888889,0.7361111111111112
DTXSID2045785,0.0,0.4556666666666666,False,0.4977517230284366,0.2777777777777778,0.7222222222222222
DTXSID8045802,0.0,0.281,False,0.44756762369253106,0.5681818181818182,0.43181818181818177
DTXSID8045806,1.0,0.458,True,0.4982328772772839,0.20408163265306123,0.7959183673469388
DTXSID7045811,0.0,0.448,False,0.4972886485734429,0.3142857142857143,0.6857142857142857
DTXSID2045814,0.0,0.368,False,0.48226133993924913,0.46296296296296297,0.537037037037037
DTXSID6045828,0.0,0.132,False,0.33849076796863903,0.3793103448275862,0.6206896551724138
DTXSID5045831,0.0,0.366,False,0.48170945600018966,0.3877551020408163,0.6122448979591837
DTXSID8045854,0.0,0.498,False,0.4999959999839985,0.5714285714285714,0.4285714285714286
DTXSID8045856,1.0,0.392,True,0.48819668167655705,0.36363636363636365,0.6363636363636364
