DTXSID,label,predicted_proba,is_error,uncertainty_std,nn_tanimoto_to_train,ad_novelty
DTXSID8030760,0.0,0.122,False,0.3272858078194051,0.7816091954022989,0.2183908045977011
DTXSID7031248,0.0,0.304,False,0.4599826083668814,0.2962962962962963,0.7037037037037037
DTXSID7031290,0.0,0.188,False,0.3907121702737192,0.35555555555555557,0.6444444444444444
DTXSID9031800,1.0,0.404,True,0.4906974628016746,0.5510204081632653,0.44897959183673475
DTXSID9032113,0.0,0.384,False,0.48635789291426307,0.5,0.5
DTXSID7032345,1.0,0.38,True,0.4853864439804646,0.5526315789473685,0.4473684210526315
DTXSID1032359,0.0,0.42,False,0.4935585071701224,0.6666666666666666,0.33333333333333337
DTXSID4032372,1.0,0.262,True,0.4397226398538079,0.6779661016949152,0.3220338983050848
DTXSID9032375,0.0,0.364,False,0.4811486256864929,0.3137254901960784,0.6862745098039216
DTXSID2032392,0.0,0.384,False,0.4863578929142629,0.4482758620689655,0.5517241379310345
DTXSID2032398,1.0,0.534,False,0.4988426605654346,0.2564102564102564,0.7435897435897436
DTXSID6032437,0.0,0.604,True,0.489064412935558,0.5263157894736842,0.4736842105263158
DTXSID5032442,0.0,0.158,False,0.3647410040014681,0.36065573770491804,0.639344262295082
DTXSID1032488,0.0,0.586,True,0.49254847477177327,0.45901639344262296,0.540983606557377
DTXSID2032500,1.0,0.542,False,0.4982328772772842,0.273972602739726,0.726027397260274
DTXSID1032511,0.0,0.036,False,0.18629009635512023,0.42105263157894735,0.5789473684210527
