DTXSID,PREFERRED_NAME,reason,collided_with_dtxsid
DTXSID6026537,Isoascorbic acid,duplicate_canonical_structure,DTXSID0020105
DTXSID3026728,(Z)-Nerol,duplicate_canonical_structure,DTXSID8026727
DTXSID1026792,3-Methylaniline,duplicate_canonical_structure,DTXSID2021363
DTXSID7027043,Potassium acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID2027044,Sodium acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID6027050,Sodium dimethyldithiocarbamate,duplicate_canonical_structure,DTXSID2020345
DTXSID5027063,Calcium 2-ethylhexanoate,duplicate_canonical_structure,DTXSID9025293
DTXSID4027072,Sodium phenolate,duplicate_canonical_structure,DTXSID5021124
DTXSID4027076,Dodecyl sulfate triethanolamine salt,duplicate_canonical_structure,DTXSID1026031
DTXSID7027097,Magnesium acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID8027163,N-Methylmethanamine hydrochloride,duplicate_canonical_structure,DTXSID5024057
DTXSID7027170,Sodium D-gluconate,duplicate_canonical_structure,DTXSID8027169
DTXSID6027214,"Ethanedioic acid, calcium salt",duplicate_canonical_structure,DTXSID0025816
DTXSID1027219,Potassium benzoate,duplicate_canonical_structure,DTXSID1020140
DTXSID5027229,Trimethylamine hydrochloride,duplicate_canonical_structure,DTXSID2026238
DTXSID7027253,(2E)-2-Butenedioic acid diethyl ester,duplicate_canonical_structure,DTXSID8020464
DTXSID6027262,Pyridine hydrochloride,duplicate_canonical_structure,DTXSID9021924
DTXSID5027279,Manganese(II) acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID9027310,"1,4-Dichloro-2-butene",duplicate_canonical_structure,DTXSID6020434
DTXSID3027320,Sodium 4-nitrophenolate,duplicate_canonical_structure,DTXSID0021834
DTXSID1027342,Sodium benzenethiolate,duplicate_canonical_structure,DTXSID7026811
DTXSID5027358,"Potassium 1,3-dioxo-1,3-dihydroisoindol-2-ide",duplicate_canonical_structure,DTXSID3026514
DTXSID8027377,Dimethylaniline,duplicate_canonical_structure,DTXSID8020090
DTXSID2027381,"1,2-Propylene glycol monostearate",duplicate_canonical_structure,DTXSID5026881
DTXSID1027390,Phenolsulfonic acid,duplicate_canonical_structure,DTXSID9024568
DTXSID3027405,"(2Z)-1,4-Dichlorobut-2-ene",duplicate_canonical_structure,DTXSID6020434
DTXSID2027462,Ammonium dodecyl sulfate,duplicate_canonical_structure,DTXSID1026031
DTXSID4027496,"2,4-D sodium salt",duplicate_canonical_structure,DTXSID0020442
DTXSID4027525,Potassium 2-ethylhexanoate,duplicate_canonical_structure,DTXSID9025293
DTXSID1027550,Sodium chloroacetate,duplicate_canonical_structure,DTXSID4020901
DTXSID1027556,Calcium propionate,duplicate_canonical_structure,DTXSID7021996
DTXSID2027599,Ammonium thioglycolate,duplicate_canonical_structure,DTXSID8026141
DTXSID1027768,Zinc acrylate,duplicate_canonical_structure,DTXSID4027652
DTXSID5027770,2-Acrylamido-2-methyl-1-propanesulfonic acid,duplicate_canonical_structure,DTXSID2027591
DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt,duplicate_canonical_structure,DTXSID6022977
DTXSID7027835,"Potassium (E,E)-hexa-2,4-dienoate",duplicate_canonical_structure,DTXSID3021277
DTXSID7027837,Tripropylene glycol,duplicate_canonical_structure,DTXSID4021393
DTXSID0027852,Chlorotoluene,duplicate_canonical_structure,DTXSID7021360
DTXSID0027856,Dipropylene glycol,duplicate_canonical_structure,DTXSID8020462
DTXSID0027858,Diisopropylbenzene,duplicate_canonical_structure,DTXSID1021827
DTXSID4027866,Diethylbenzene,duplicate_canonical_structure,DTXSID3020596
DTXSID2027884,(2Z)-2-Pentenenitrile,duplicate_canonical_structure,DTXSID6025850
DTXSID6027921,"Dipropylene glycol, dibenzoate",duplicate_canonical_structure,DTXSID0026967
DTXSID0027983,Dipropylene glycol monomethyl ether,duplicate_canonical_structure,DTXSID3025049
DTXSID0028618,Diethylmethylbenzenediamine,duplicate_canonical_structure,DTXSID8020090
DTXSID3029108,Tetramethylammonium hydroxide,duplicate_canonical_structure,DTXSID6021749
DTXSID1029201,Potassium 6-hydroxynaphthalene-2-sulfonate,duplicate_canonical_structure,DTXSID7029166
DTXSID8029232,Pentasodium nitrilotris(methylenephosphonate),duplicate_canonical_structure,DTXSID2027624
DTXSID1029255,"Dimethyl trans-cyclohexane-1,4-dicarboxylate",duplicate_canonical_structure,DTXSID3026566
DTXSID3029283,Antimony triacetate,duplicate_canonical_structure,DTXSID4020327
DTXSID2029290,(-)-alpha-Pinene,duplicate_canonical_structure,DTXSID4026501
DTXSID2029612,Limonene,duplicate_canonical_structure,DTXSID1020778
DTXSID7029617,Potassium D-gluconate,duplicate_canonical_structure,DTXSID8027169
DTXSID7029619,Potassium thiocyanate,duplicate_canonical_structure,DTXSID4021343
DTXSID8029650,Menthol,duplicate_canonical_structure,DTXSID1020805
DTXSID3029653,Ammonium isothiocyanate,duplicate_canonical_structure,DTXSID4021343
DTXSID1029671,Etidronate disodium,duplicate_canonical_structure,DTXSID6023028
DTXSID8029733,"(1S,2R,5S)-(+)-Menthol",duplicate_canonical_structure,DTXSID1020805
DTXSID0029761,Sodium dichloroisocyanurate dihydrate,duplicate_canonical_structure,DTXSID8024993
DTXSID1030319,3-Amino-9-ethylcarbazole,duplicate_canonical_structure,DTXSID2020054
DTXSID5030955,Camphor,duplicate_canonical_structure,DTXSID8022036
DTXSID1031096,D-alpha-Tocopheryl acetate,duplicate_canonical_structure,DTXSID3021356
DTXSID1031626,Methyl trans-styryl ketone,duplicate_canonical_structure,DTXSID4025662
DTXSID7031903,Picolinic acid,duplicate_canonical_structure,DTXSID1024831
DTXSID0032029,Scopolamine hydrobromide,duplicate_canonical_structure,DTXSID0021258
DTXSID1032305,(Z)-Dichloropropene,duplicate_canonical_structure,DTXSID1022057
DTXSID2032421,Lithium perfluorooctanesulfonate,duplicate_canonical_structure,DTXSID3031864
DTXSID6032431,S-Metolachlor,duplicate_canonical_structure,DTXSID4022448
DTXSID7032559,lambda-Cyhalothrin,duplicate_canonical_structure,DTXSID6023997
DTXSID1032648,Z-Tetrachlorvinphos,duplicate_canonical_structure,DTXSID1021320
DTXSID4032667,Es-fenvalerate,duplicate_canonical_structure,DTXSID3020621
DTXSID3032670,(R)-2-(4-Chloro-2-methylphenoxy)propionate,duplicate_canonical_structure,DTXSID9024194
DTXSID8032671,Metalaxyl-M,duplicate_canonical_structure,DTXSID6024175
DTXSID6032722,"1,2,4-Triazole, sodium salt",duplicate_canonical_structure,DTXSID6027131
DTXSID6033247,(E)-beta-Nitrostyrene,duplicate_canonical_structure,DTXSID0025789
DTXSID2033281,Cadmium acetate dihydrate,duplicate_canonical_structure,DTXSID4020327
DTXSID2033314,Chlorhexidine,duplicate_canonical_structure,DTXSID7032345
DTXSID0033382,Daunomycin hydrochloride,duplicate_canonical_structure,DTXSID7022883
DTXSID1033539,Z-Guggulsterone,duplicate_canonical_structure,DTXSID6033538
DTXSID1034181,Raloxifene hydrochloride,duplicate_canonical_structure,DTXSID3023550
DTXSID1034187,Tamoxifen,duplicate_canonical_structure,DTXSID8021301
DTXSID8034241,"2,4-D, isopropylamine salt",duplicate_canonical_structure,DTXSID0020442
DTXSID1034260,Oxytetracycline,duplicate_canonical_structure,DTXSID5021097
DTXSID6034265,Clopyralid-olamine,duplicate_canonical_structure,DTXSID9029221
DTXSID8034376,Denatonium benzoate,duplicate_canonical_structure,DTXSID9034361
DTXSID2034382,Bioresmethrin,duplicate_canonical_structure,DTXSID7022253
DTXSID1034501,gamma-Cyhalothrin,duplicate_canonical_structure,DTXSID6023997
DTXSID2034542,Dimethenamid-P,duplicate_canonical_structure,DTXSID4032376
DTXSID2034598,Fenoxaprop-P-ethyl,duplicate_canonical_structure,DTXSID2032392
DTXSID3034662,Imazalil sulfate,duplicate_canonical_structure,DTXSID8024151
DTXSID2034700,"Acetic acid, 2-(4-chloro-2-methylphenoxy)-, sodium salt (1:1)",duplicate_canonical_structure,DTXSID4024195
DTXSID2034833,Potassium 1-naphthaleneacetate,duplicate_canonical_structure,DTXSID8020915
DTXSID0034851,Dichlorprop-P,duplicate_canonical_structure,DTXSID0020440
DTXSID0034855,Butyl (2R)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,duplicate_canonical_structure,DTXSID3034612
DTXSID6034924,Sodium trichloroacetate,duplicate_canonical_structure,DTXSID1021378
DTXSID1035286,(E)-11-Tetradecenyl acetate,duplicate_canonical_structure,DTXSID3035266
DTXSID5035616,Sodium 2-nitrophenolate,duplicate_canonical_structure,DTXSID1021790
DTXSID4035708,Methylbenzethonium chloride,duplicate_canonical_structure,DTXSID6023810
DTXSID1035783,S-Methoprene,duplicate_canonical_structure,DTXSID8032627
DTXSID2036409,Calcium disodium ethylenediaminetetraacetate,duplicate_canonical_structure,DTXSID6022977
DTXSID2036827,"3,3'-Diaminobenzidine",duplicate_canonical_structure,DTXSID7021312
DTXSID5037028,Hexadecyltrimethylammonium bromide,duplicate_canonical_structure,DTXSID6026901
DTXSID5037072,Sodium valproate,duplicate_canonical_structure,DTXSID6023733
DTXSID3037094,4-Hydroxytamoxifen,duplicate_canonical_structure,DTXSID7022384
DTXSID7037131,Rosiglitazone,duplicate_canonical_structure,DTXSID2023569
DTXSID7037185,Amiodarone hydrochloride,duplicate_canonical_structure,DTXSID7022592
DTXSID8037207,Sodium dichloroacetate,duplicate_canonical_structure,DTXSID2020428
DTXSID1037224,Erythromycin estolate,duplicate_canonical_structure,DTXSID9022994
DTXSID5037236,Glucosamine hydrochloride,duplicate_canonical_structure,DTXSID4031356
DTXSID9037246,Metformin hydrochloride,duplicate_canonical_structure,DTXSID2023270
DTXSID9037248,Metoprolol tartrate,duplicate_canonical_structure,DTXSID2023309
DTXSID1037272,Tacrine,duplicate_canonical_structure,DTXSID1026112
DTXSID9037535,Demeton-S,duplicate_canonical_structure,DTXSID5022306
DTXSID7037555,tau-Fluvalinate,duplicate_canonical_structure,DTXSID7024110
DTXSID4037611,trans-Permethrin,duplicate_canonical_structure,DTXSID8022292
DTXSID3037672,Sodium butyrate,duplicate_canonical_structure,DTXSID8021515
DTXSID8037706,Potassium perfluorooctanesulfonate,duplicate_canonical_structure,DTXSID3031864
DTXSID3037707,Potassium perfluorobutanesulfonate,duplicate_canonical_structure,DTXSID5030030
DTXSID8037708,Ammonium perfluorooctanoate,duplicate_canonical_structure,DTXSID8031865
DTXSID6038326,cis-Chlordane,duplicate_canonical_structure,DTXSID7020267
DTXSID4038346,trans-Chlordane,duplicate_canonical_structure,DTXSID7020267
DTXSID8038770,Zinc acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID0038887,Fluorescein,duplicate_canonical_structure,DTXSID9025328
DTXSID0039229,Acrylic acid,duplicate_canonical_structure,DTXSID4027652
DTXSID2039336,S-Bioallethrin,duplicate_canonical_structure,DTXSID8035180
DTXSID7040150,Perfluorohexanesulfonic acid,duplicate_canonical_structure,DTXSID3037709
DTXSID4040264,Sodium pentachlorophenate,duplicate_canonical_structure,DTXSID7021106
DTXSID1040295,Propamocarb,duplicate_canonical_structure,DTXSID6034849
DTXSID1040326,8-Hydroxyquinoline citrate,duplicate_canonical_structure,DTXSID5020079
DTXSID2040361,Metam-sodium hydrate,duplicate_canonical_structure,DTXSID2029167
DTXSID6040404,9-cis- Retinoic acid,duplicate_canonical_structure,DTXSID7021239
DTXSID6040614,Sodium pyruvate,duplicate_canonical_structure,DTXSID2021650
DTXSID0040622,Thiamine hydrochloride,duplicate_canonical_structure,DTXSID4038762
DTXSID3040647,Dexrazone,duplicate_canonical_structure,DTXSID0020733
DTXSID1040740,2-Methyl-3-isothiazolone hydrochloride,duplicate_canonical_structure,DTXSID2034259
DTXSID0040755,Fenoxaprop-(2S)-ethyl,duplicate_canonical_structure,DTXSID2032392
DTXSID3040770,"(Z,E)-Diethylstilbestrol",duplicate_canonical_structure,DTXSID3020465
DTXSID3040774,"alpha,beta-Thujone",duplicate_canonical_structure,DTXSID3026148
DTXSID8040779,Diheptyl phthalate,duplicate_canonical_structure,DTXSID0027933
DTXSID2040783,trans-Nerolidol,duplicate_canonical_structure,DTXSID3022247
DTXSID2040787,Benzalkonium chloride C12 (BAC C12),duplicate_canonical_structure,DTXSID6028492
DTXSID1040792,Pyridoxine hydrochloride,duplicate_canonical_structure,DTXSID4023541
DTXSID1040794,Sodium 2-phenylphenate tetrahydrate,duplicate_canonical_structure,DTXSID2021151
DTXSID8040800,Etidronic acid monohydrate,duplicate_canonical_structure,DTXSID6023028
DTXSID3040801,(+/-)-Indoxacarb,duplicate_canonical_structure,DTXSID1032690
DTXSID9041152,(+/-)-Verapamil,duplicate_canonical_structure,DTXSID2034095
DTXSID1041184,(-)-beta-Pinene,duplicate_canonical_structure,DTXSID7027049
DTXSID0041197,(Z)-Hexadec-9-enoic acid,duplicate_canonical_structure,DTXSID7021603
DTXSID7041201,alpha-Cypermethrin,duplicate_canonical_structure,DTXSID1023998
DTXSID0041220,"cis-1,2,3,6-Tetrahydrophthalimide",duplicate_canonical_structure,DTXSID8026513
DTXSID7041336,"2,4,5-Trichlorophenol sodium salt",duplicate_canonical_structure,DTXSID4024359
DTXSID5041356,"2,4-DB-sodium",duplicate_canonical_structure,DTXSID7024035
DTXSID7041413,R-(-)-Carvone,duplicate_canonical_structure,DTXSID8020256
DTXSID1041508,4-Chloro-2-methylaniline,duplicate_canonical_structure,DTXSID0020288
DTXSID1041550,(S)-(-)-beta-Citronellol,duplicate_canonical_structure,DTXSID3026726
DTXSID7041671,(+)-alpha-Pinene,duplicate_canonical_structure,DTXSID4026501
DTXSID6041761,Cetylpyridinium chloride,duplicate_canonical_structure,DTXSID3033307
DTXSID5041809,Cyclamic acid,duplicate_canonical_structure,DTXSID6020355
DTXSID0041981,2-Fluoroacetic acid,duplicate_canonical_structure,DTXSID8024311
DTXSID7042011,N-Dodecanoyl-N-methylglycine,duplicate_canonical_structure,DTXSID0027066
DTXSID2042060,Isoborneol,duplicate_canonical_structure,DTXSID3022035
DTXSID4042123,Mercury(II) acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID0042167,Monopotassium phthalate,duplicate_canonical_structure,DTXSID8021484
DTXSID5042322,Potassium ricinoleate,duplicate_canonical_structure,DTXSID0041567
DTXSID5042324,Potassium warfarin,duplicate_canonical_structure,DTXSID7035010
DTXSID4042335,Butyl (2S)-2-hydroxypropanoate,duplicate_canonical_structure,DTXSID7042196
DTXSID9042336,(L)-(-)-Ethyl lactate,duplicate_canonical_structure,DTXSID6029127
DTXSID9042415,Sodium 4-methylbenzenesulfonate,duplicate_canonical_structure,DTXSID0026701
DTXSID2042517,Zinc dioctanoate,duplicate_canonical_structure,DTXSID3021645
DTXSID0042583,N-{[(2S)-1-Ethylpyrrolidin-2-yl]methyl}-2-methoxy-5-sulfamoylbenzamide,duplicate_canonical_structure,DTXSID1042574
DTXSID3042633,Clomipramine hydrochloride,duplicate_canonical_structure,DTXSID6022844
DTXSID0043761,"4,4'-Dinitrodiphenylurea",duplicate_canonical_structure,DTXSID6034762
DTXSID4043777,Proflavin hemisulfate,duplicate_canonical_structure,DTXSID8021191
DTXSID7043829,"2,4-Dimethoxyaniline",duplicate_canonical_structure,DTXSID1020483
DTXSID9043853,Amiloride,duplicate_canonical_structure,DTXSID2024452
DTXSID7043873,Octopamine,duplicate_canonical_structure,DTXSID8033803
DTXSID2043874,Tyramine,duplicate_canonical_structure,DTXSID8034087
DTXSID1043881,Imipramine,duplicate_canonical_structure,DTXSID7040738
DTXSID6043917,D-Ribose,duplicate_canonical_structure,DTXSID8041610
DTXSID1044198,Perindopril erbumine,duplicate_canonical_structure,DTXSID6023440
DTXSID3044201,Quetiapine fumarate,duplicate_canonical_structure,DTXSID9023546
DTXSID7044215,Pantoprazole sodium,duplicate_canonical_structure,DTXSID4023416
DTXSID1044227,Pramipexole dihydrochloride monohydrate,duplicate_canonical_structure,DTXSID6023496
DTXSID0044280,Quinine,duplicate_canonical_structure,DTXSID4023549
DTXSID0044288,"5,5'-Indigotindisulfonic acid",duplicate_canonical_structure,DTXSID1020190
DTXSID6044303,Atorvastatin calcium,duplicate_canonical_structure,DTXSID8029868
DTXSID6044307,(1R)-endo-(+)-Fenchyl alcohol,duplicate_canonical_structure,DTXSID1041970
DTXSID6044309,"1,10-Phenanthroline hydrochloride hydrate",duplicate_canonical_structure,DTXSID1025857
DTXSID5044314,Methyl (E)-cinnamate,duplicate_canonical_structure,DTXSID6042151
DTXSID5044316,4-Methylbenzenesulfonic acid hydrate,duplicate_canonical_structure,DTXSID0026701
DTXSID9044320,Diethylamine hydrochloride,duplicate_canonical_structure,DTXSID6021909
DTXSID9044322,Dodecylamine hydrochloride,duplicate_canonical_structure,DTXSID3021984
DTXSID3044332,Benzyltrimethylammonium hydroxide,duplicate_canonical_structure,DTXSID8024600
DTXSID8044337,Diquat-d4 dibromide,duplicate_canonical_structure,DTXSID7031248
DTXSID5044366,Dodecyltrimethylammonium bromide,duplicate_canonical_structure,DTXSID1026900
DTXSID0044367,Tetradonium bromide,duplicate_canonical_structure,DTXSID9041289
DTXSID4044373,Tromethamine hydrochloride,duplicate_canonical_structure,DTXSID2023723
DTXSID2044420,Phenol Red sodium salt,duplicate_canonical_structure,DTXSID8022408
DTXSID9044457,Tetraethylammonium bromide,duplicate_canonical_structure,DTXSID6041137
DTXSID7044475,"rel-(2R,5R)-5-Methyl-2-(1-methylethyl)cyclohexanone",duplicate_canonical_structure,DTXSID3044384
DTXSID2044476,(S)-(-)-Citronellal,duplicate_canonical_structure,DTXSID3041790
DTXSID0044521,Diatrizoic acid,duplicate_canonical_structure,DTXSID7022912
DTXSID5044570,"1,2-Ethanediamine dihydroiodide",duplicate_canonical_structure,DTXSID5021881
DTXSID5044578,"Sodium 2,5-dimethylbenzenesulfonate",duplicate_canonical_structure,DTXSID5041641
DTXSID3044590,"2',4',5',7'-Tetrabromofluorescein",duplicate_canonical_structure,DTXSID0025234
DTXSID3044598,Panthenol,duplicate_canonical_structure,DTXSID3022906
DTXSID8044670,Clonidine hydrochloride,duplicate_canonical_structure,DTXSID6022846
DTXSID8044678,Orphenadrine dihydrogen citrate,duplicate_canonical_structure,DTXSID5025815
DTXSID2044684,"Sodium 5-oxo-1-(4-sulfophenyl)-4,5-dihydro-1H-pyrazole-3-carboxylate",duplicate_canonical_structure,DTXSID5041273
DTXSID6044692,Scopolamine hydrochloride,duplicate_canonical_structure,DTXSID0021258
DTXSID1044693,Magnesium dibenzoate,duplicate_canonical_structure,DTXSID1020140
DTXSID0044733,Sodium 3-nitrobenzoate,duplicate_canonical_structure,DTXSID0025737
DTXSID3044758,Fluvastatin sodium,duplicate_canonical_structure,DTXSID2020636
DTXSID5044782,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",duplicate_canonical_structure,DTXSID9029277
DTXSID5044788,Naphthalene-2-sulfonic acid,duplicate_canonical_structure,DTXSID4041442
DTXSID6044800,Sodium dibutylcarbamodithioate,duplicate_canonical_structure,DTXSID2020927
DTXSID1044801,SEX,duplicate_canonical_structure,DTXSID6042315
DTXSID5044811,Chlordimeform hydrochloride,duplicate_canonical_structure,DTXSID2037508
DTXSID0044816,"(2Z)-3,7-Dimethylocta-2,6-dienenitrile",duplicate_canonical_structure,DTXSID3036286
DTXSID5044819,Lithium 3-carboxy-5-sulfobenzoate,duplicate_canonical_structure,DTXSID9029279
DTXSID9044823,Sodium methacrylate,duplicate_canonical_structure,DTXSID3025542
DTXSID7044843,C.I. Solvent Red 140,duplicate_canonical_structure,DTXSID7021233
DTXSID8044888,Barium bis(2-ethylhexanoate),duplicate_canonical_structure,DTXSID9025293
DTXSID2044894,"Trimethylhexane-1,6-diamine",duplicate_canonical_structure,DTXSID5024922
DTXSID4044955,Sodium nicotinate,duplicate_canonical_structure,DTXSID1020932
DTXSID7045029,Maprotiline,duplicate_canonical_structure,DTXSID2044507
DTXSID1045033,Minocycline,duplicate_canonical_structure,DTXSID8044545
DTXSID9045053,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium",duplicate_canonical_structure,DTXSID3044700
DTXSID7045079,"D-Gluconic acid, barium salt",duplicate_canonical_structure,DTXSID8027169
DTXSID1045081,8-Quinolinol salicylic acid (1:1),duplicate_canonical_structure,DTXSID5020730
DTXSID0045094,Cholic acid piperazine (1:1),duplicate_canonical_structure,DTXSID9033979
DTXSID0045096,Benztropine methylsulfonate,duplicate_canonical_structure,DTXSID9022659
DTXSID5045099,Homatropine hydrobromide,duplicate_canonical_structure,DTXSID6044014
DTXSID5045178,Masoprocol,duplicate_canonical_structure,DTXSID5022437
DTXSID3045304,Dexpropranolol,duplicate_canonical_structure,DTXSID3021198
DTXSID5045384,Atropine-N-oxide hydrochloride,duplicate_canonical_structure,DTXSID6022632
DTXSID0045543,Methylatropine nitrate,duplicate_canonical_structure,DTXSID2045103
DTXSID4045559,Ethamsylate,duplicate_canonical_structure,DTXSID8044410
DTXSID7045576,Naproxen sodium,duplicate_canonical_structure,DTXSID4040686
DTXSID1045582,Dinoprost tromethamine,duplicate_canonical_structure,DTXSID9022946
DTXSID2045608,Rauwolscine,duplicate_canonical_structure,DTXSID9040130
DTXSID1045611,"(1S,9R)-beta-Hydrastine",duplicate_canonical_structure,DTXSID9025409
DTXSID5045679,Formoterol hemifumarate dihydrate,duplicate_canonical_structure,DTXSID5044239
DTXSID0045751,3-Aminopropionitrile fumarate,duplicate_canonical_structure,DTXSID8021517
DTXSID0045753,R-(+)-Atenolol,duplicate_canonical_structure,DTXSID2022628
DTXSID8045779,Cysteamine hydrochloride,duplicate_canonical_structure,DTXSID3022875
DTXSID1045790,"8-Ammonio-1,2,3,4-tetrahydro-2-methyl-4-phenylisoquinolinium maleate",duplicate_canonical_structure,DTXSID0023377
DTXSID1045798,Salmeterol xinafoate,duplicate_canonical_structure,DTXSID6023571
DTXSID2045812,Urapidil hydrochloride,duplicate_canonical_structure,DTXSID9021425
DTXSID4045979,D-Arabinitol,duplicate_canonical_structure,DTXSID7042514
DTXSID0046016,Aminoguanidine hemisulfate,duplicate_canonical_structure,DTXSID9044405
DTXSID9046231,Bromebric acid,duplicate_canonical_structure,DTXSID5020368
DTXSID8046325,Naloxone methyliodide,duplicate_canonical_structure,DTXSID8023349
DTXSID0046351,D-Nicotine,duplicate_canonical_structure,DTXSID1020930
DTXSID1046421,4-Hydroxyphenylsulfonic acid,duplicate_canonical_structure,DTXSID8027321
DTXSID1046477,Floxacillin sodium hydrate,duplicate_canonical_structure,DTXSID6045115
DTXSID9046528,Didecyldimethylammonium bromide,duplicate_canonical_structure,DTXSID9032537
DTXSID3046530,L-Alloisoleucine,duplicate_canonical_structure,DTXSID1046346
DTXSID3046538,(-)-Camphene,duplicate_canonical_structure,DTXSID8026488
DTXSID8046539,Calcium levulinate,duplicate_canonical_structure,DTXSID8021648
DTXSID7046540,D-Lyxose,duplicate_canonical_structure,DTXSID8041610
DTXSID5046562,(S)-(+)-1-Dimethylamino-2-propanol,duplicate_canonical_structure,DTXSID5031210
DTXSID4046575,beta-Chloralose,duplicate_canonical_structure,DTXSID4020088
DTXSID8046824,Selenium-L-methionine,duplicate_canonical_structure,DTXSID7040609
DTXSID8046828,Monosodium urate,duplicate_canonical_structure,DTXSID3042508
DTXSID2046830,Strychnine benzyl chloride,duplicate_canonical_structure,DTXSID7045108
DTXSID7046831,Disodium 2-hydroxybutanedioate,duplicate_canonical_structure,DTXSID0027640
DTXSID2046882,DL-Isoleucine,duplicate_canonical_structure,DTXSID1046346
DTXSID7046887,Pentisomicin,duplicate_canonical_structure,DTXSID9045479
DTXSID6046896,"Magnesium, bis(salicylato)-, tetrahydrate",duplicate_canonical_structure,DTXSID5021708
DTXSID5046938,"Caffeine, citrated",duplicate_canonical_structure,DTXSID0020232
DTXSID1046976,4-Methylumbelliferone hydrate,duplicate_canonical_structure,DTXSID8025670
DTXSID5046980,"Monosodium 8-amino-1-naphthol-3,6-disulfonate monohydrate",duplicate_canonical_structure,DTXSID4027600
DTXSID5046988,DL-Cysteine,duplicate_canonical_structure,DTXSID0020367
DTXSID0046989,D-Tryptophan,duplicate_canonical_structure,DTXSID0021418
DTXSID0047030,D-Lactic acid,duplicate_canonical_structure,DTXSID0020236
DTXSID2047068,"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate",duplicate_canonical_structure,DTXSID0020654
DTXSID6047078,(S)-Limonene,duplicate_canonical_structure,DTXSID1020778
DTXSID4047096,Piperazine dihydrochloride,duplicate_canonical_structure,DTXSID1021164
DTXSID7047144,Chlorhexidine dihydrochloride,duplicate_canonical_structure,DTXSID7032345
DTXSID6047155,L-Glutamic acid hydrochloride,duplicate_canonical_structure,DTXSID5020659
DTXSID4047173,Sodium pantothenate,duplicate_canonical_structure,DTXSID8040438
DTXSID8047183,Triethanolamine Laurate,duplicate_canonical_structure,DTXSID5021590
DTXSID9047205,2-Ethylhexyl trans-4-methoxycinnamate,duplicate_canonical_structure,DTXSID1025302
DTXSID4047206,trans-2-Methoxycinnamaldehyde,duplicate_canonical_structure,DTXSID2025551
DTXSID2047222,Farnesol acetate,duplicate_canonical_structure,DTXSID5047110
DTXSID6047236,(S)-Citronellene,duplicate_canonical_structure,DTXSID8029234
DTXSID1047239,cis-Nerolidol,duplicate_canonical_structure,DTXSID3022247
DTXSID5047243,Ammonium glycyrrhizinate trihydrate,duplicate_canonical_structure,DTXSID8047006
DTXSID8047397,Venlafaxine hydrochloride,duplicate_canonical_structure,DTXSID6023737
DTXSID0047404,Methapyrilene fumarate,duplicate_canonical_structure,DTXSID0020818
DTXSID8047426,dl-Carvone,duplicate_canonical_structure,DTXSID8020256
DTXSID3047429,Dexamethasone sodium phosphate,duplicate_canonical_structure,DTXSID8047137
DTXSID0047454,Diprogulic acid,duplicate_canonical_structure,DTXSID2034540
DTXSID5047459,Calcium saccharin hydrate,duplicate_canonical_structure,DTXSID5021251
DTXSID9047467,Choline hydroxide,duplicate_canonical_structure,DTXSID4020325
DTXSID8047470,Methoxybenzyl acetate,duplicate_canonical_structure,DTXSID0020151
DTXSID3047477,dl-Norgestrel,duplicate_canonical_structure,DTXSID3036496
DTXSID3047504,Timolol maleate salt,duplicate_canonical_structure,DTXSID4023674
DTXSID8047505,"3,5,3′-Triiodo-L-thyronine monosodium salt",duplicate_canonical_structure,DTXSID8023216
DTXSID6047523,Sodium 4-isopropylbenzenesulfonate,duplicate_canonical_structure,DTXSID1044932
DTXSID5047530,Hydroxyzine hydrochloride,duplicate_canonical_structure,DTXSID8023137
DTXSID1047570,"rel-(1S,5S)-3,3,5-Trimethylcyclohexanol",duplicate_canonical_structure,DTXSID9041815
DTXSID4047593,alpha-Phellandrene,duplicate_canonical_structure,DTXSID3047053
DTXSID1047607,3-Phenyl-2-propen-1-yl propionate,duplicate_canonical_structure,DTXSID6047606
DTXSID3047687,Calcium L-ascorbate dihydrate,duplicate_canonical_structure,DTXSID0020105
DTXSID2047694,Quinine hydrochloride dihydrate,duplicate_canonical_structure,DTXSID4023549
DTXSID4047707,(Methylthio)methylpyrazine,duplicate_canonical_structure,DTXSID1047491
DTXSID2047727,2-Ethoxy-5-(1-propenyl)phenol,duplicate_canonical_structure,DTXSID7047726
DTXSID1047788,Ciprofloxacin hydrochloride,duplicate_canonical_structure,DTXSID8022824
DTXSID2047804,Benzathine penicillin G,duplicate_canonical_structure,DTXSID7045106
DTXSID2047806,Norepinephrine bitartrate monohydrate,duplicate_canonical_structure,DTXSID5023378
DTXSID6047810,Esketamine,duplicate_canonical_structure,DTXSID8023187
