DTXSID,PREFERRED_NAME,reason,collided_with_dtxsid
DTXSID8049545,NTP Mix90 ER AR1 18-GP,empty_smiles,
DTXSID3049546,NTP Mix91 ER AR1 18-GP,empty_smiles,
DTXSID8049547,NTP Mix92 ER AR1 18-GP,empty_smiles,
DTXSID3049548,NTP Mix93 ER AR1 18-GP,empty_smiles,
DTXSID8049549,NTP Mix94 ER AR1 18-GP,empty_smiles,
DTXSID7049550,NTP Mix95 ER AR1 18-GP,empty_smiles,
DTXSID2049551,NTP Mix21 AR2 2-EQP,empty_smiles,
DTXSID7049552,NTP Mix22 AR2 2-EQP,empty_smiles,
DTXSID2049553,NTP Mix23 AR2 2-EQP,empty_smiles,
DTXSID7049554,NTP Mix24 AR2 2-EQP,empty_smiles,
DTXSID2049555,NTP Mix25 AR2 2-EQP,empty_smiles,
DTXSID7049556,NTP Mix26 AR2 2-EQP,empty_smiles,
DTXSID2049557,NTP Mix27 AR2 2-EQP,empty_smiles,
DTXSID7049558,NTP Mix32 AR2 7-EQP,empty_smiles,
DTXSID2049559,NTP Mix28 AR2 3-EQP,empty_smiles,
DTXSID1049560,NTP Mix29 AR2 5-EQP,empty_smiles,
DTXSID6049561,NTP Mix31 AR2 7-EQC,empty_smiles,
DTXSID1049562,NTP Mix30 AR2 7-EQP,empty_smiles,
DTXSID6051695,Europium(III) chloride hexahydrate,inorganic_no_carbon,
DTXSID0051738,Dysprosium(III) chloride hexahydrate,inorganic_no_carbon,
DTXSID1051808,C.I. Basic Green 4 oxalate (1:x),empty_smiles,
DTXSID1051850,Scandium chloride hexahydrate,inorganic_no_carbon,
DTXSID7052866,cis-Permethrin in cyclohexane,empty_smiles,
DTXSID9052890,AKIA112012,empty_smiles,
DTXSID4052891,ZRMN-120612,empty_smiles,
DTXSID9052892,SPCO-121212,empty_smiles,
DTXSID4052893,SCGA-041713,empty_smiles,
DTXSID9052894,RFPR-032713,empty_smiles,
DTXSID4052895,C111HS-041013,empty_smiles,
DTXSID9052896,PSNJ-121112,empty_smiles,
DTXSID4052897,IRIA-052113,empty_smiles,
DTXSID9052898,FAR-UP,empty_smiles,
DTXSID4052899,US-WWTP,empty_smiles,
DTXSID6052900,MX-WWTP,empty_smiles,
DTXSID1052901,DS-WWTP,empty_smiles,
DTXSID6052902,EF-WWTP,empty_smiles,
DTXSID1052903,Extraction blank,empty_smiles,
DTXSID6052904,Sappi 2013_WLSSD-EF,empty_smiles,
DTXSID1052905,Sappi 2013_Proximal,empty_smiles,
DTXSID6052906,DSH fall 2012_Prox,empty_smiles,
DTXSID1052907,DSH fall 2012_Dist,empty_smiles,
DTXSID6052908,DSH fall 2012_Rice,empty_smiles,
DTXSID1052909,DSH fall 2012_Erie,empty_smiles,
DTXSID0052910,DSH spr 2012_Prox,empty_smiles,
DTXSID5052911,DSH spr 2012_LSW,empty_smiles,
DTXSID0052912,DSH spr 2012_SMTP,empty_smiles,
DTXSID5052913,DSH spr 2012_Knife,empty_smiles,
DTXSID3057727,dl-Furfenorex,empty_smiles,
DTXSID7057814,Ethyl eicosapentaenoate,empty_smiles,
DTXSID9057890,Anti-OP-18/Stathmin antibody produced in rabbit,empty_smiles,
DTXSID1057907,MED_ChemMix_7EQC,empty_smiles,
DTXSID6057908,MED_ChemMix_7EnvC,empty_smiles,
DTXSID1057909,MED_IVEDCMix_4EQC,empty_smiles,
DTXSID0057910,MED_IVEDCMix_4EnvC,empty_smiles,
DTXSID5057911,MED_EnvEDCMix_9EQC,empty_smiles,
DTXSID0057912,MED_EnvEDCMix_9EnvC,empty_smiles,
DTXSID5057913,MED_ChemSTMix_5EQC,empty_smiles,
DTXSID0057914,MED_ChemSTMix_5EnvC,empty_smiles,
DTXSID5057915,MED_ERAntagonMix_4EQC,empty_smiles,
DTXSID0057916,MED_ERAgonMix_4EQC,empty_smiles,
DTXSID5057917,MED_ERBothMix_8EQC,empty_smiles,
DTXSID90274132,DOWANOL DiPPH Glycol Ether,empty_smiles,
DTXSID60858867,EPAMED_Water_Set2-1,empty_smiles,
DTXSID20858868,EPAMED_Water_Set2-2,empty_smiles,
DTXSID80858869,EPAMED_Water_Set2-3,empty_smiles,
DTXSID90858870,EPAMED_Water_Set2-4,empty_smiles,
DTXSID50858871,EPAMED_Water_Set2-5,empty_smiles,
DTXSID10858872,EPAMED_Water_Set2-6,empty_smiles,
DTXSID70858873,EPAMED_Water_Set2-7,empty_smiles,
DTXSID30858874,EPAMED_Water_Set2-8,empty_smiles,
DTXSID90858875,EPAMED_Water_Set2-9,empty_smiles,
DTXSID50858876,EPAMED_Water_Set2-10,empty_smiles,
DTXSID10858877,EPAMED_Water_Set2-11,empty_smiles,
DTXSID70858878,EPAMED_Water_Set2-12,empty_smiles,
DTXSID30858879,EPAMED_Water_Set2-13,empty_smiles,
DTXSID40858880,EPAMED_Water_Set2-14,empty_smiles,
DTXSID00858881,EPAMED_Water_Set2-15,empty_smiles,
DTXSID60858882,EPAMED_Water_Set2-16,empty_smiles,
DTXSID20858883,EPAMED_Water_Set2-17,empty_smiles,
DTXSID80858884,EPAMED_Water_Set2-18,empty_smiles,
DTXSID40858885,EPAMED_Water_Set2-19,empty_smiles,
DTXSID00858886,EPAMED_Water_Set2-20,empty_smiles,
DTXSID60858887,EPAMED_Water_Set2-21,empty_smiles,
DTXSID20858888,EPAMED_Water_Set2-22,empty_smiles,
DTXSID80858889,EPAMED_Water_Set2-23,empty_smiles,
DTXSID90858890,EPAMED_Water_Set2-24,empty_smiles,
DTXSID50858891,EPAMED_Water_Set2-25,empty_smiles,
DTXSID10858892,EPAMED_Water_Set2-26,empty_smiles,
DTXSID70858893,EPAMED_Water_Set2-27,empty_smiles,
DTXSID30858894,EPAMED_Water_Set2-28,empty_smiles,
DTXSID90858895,EPAMED_Water_Set2-29,empty_smiles,
DTXSID50858896,EPAMED_Water_Set2-30,empty_smiles,
DTXSID10858897,EPAMED_Water_Set2-31,empty_smiles,
DTXSID70858898,EPAMED_Water_Set2-32,empty_smiles,
DTXSID30858899,EPAMED_Water_Set2-33,empty_smiles,
DTXSID80858900,EPAMED_Water_Set2-34,empty_smiles,
DTXSID40858901,EPAMED_Water_Set2-35,empty_smiles,
DTXSID00858902,EPAMED_Water_Set2-36,empty_smiles,
DTXSID60858903,EPAMED_Water_Set2-37,empty_smiles,
DTXSID20858904,EPAMED_Water_Set2-38,empty_smiles,
DTXSID80858905,EPAMED_Water_Set2-39,empty_smiles,
DTXSID40858906,EPAMED_Water_Set2-40,empty_smiles,
DTXSID00858907,EPAMED_Water_Set2-41,empty_smiles,
DTXSID60858908,EPAMED_Water_Set2-42,empty_smiles,
DTXSID20858909,EPAMED_Water_Set2-43,empty_smiles,
DTXSID30858910,EPAMED_Water_Set2-44,empty_smiles,
DTXSID90858911,EPAMED_Water_Set2-45,empty_smiles,
DTXSID50858912,EPAMED_Water_Set2-46,empty_smiles,
DTXSID10858913,EPAMED_Water_Set2-47,empty_smiles,
DTXSID70858914,EPAMED_Water_Set2-48,empty_smiles,
DTXSID30858915,EPAMED_Water_Set2-49,empty_smiles,
DTXSID90858916,EPAMED_Water_Set2-50,empty_smiles,
DTXSID50858917,EPAMED_Water_Set2-51,empty_smiles,
DTXSID10858918,EPAMED_Water_Set2-52,empty_smiles,
DTXSID70858919,EPAMED_Water_Set2-53,empty_smiles,
DTXSID80858920,EPAMED_Water_Set2-54,empty_smiles,
DTXSID40858921,EPAMED_Water_Set2-55,empty_smiles,
DTXSID00858922,EPAMED_Water_Set2-56,empty_smiles,
DTXSID20872706,EPAMED_Water_Set3-1,empty_smiles,
DTXSID80872707,EPAMED_Water_Set3-2,empty_smiles,
DTXSID40872708,EPAMED_Water_Set3-3,empty_smiles,
DTXSID00872709,EPAMED_Water_Set3-4,empty_smiles,
DTXSID10872710,EPAMED_Water_Set3-5,empty_smiles,
DTXSID70872711,EPAMED_Water_Set3-6,empty_smiles,
DTXSID30872712,EPAMED_Water_Set3-7,empty_smiles,
DTXSID90872713,EPAMED_Water_Set3-8,empty_smiles,
DTXSID50872714,EPAMED_Water_Set3-9,empty_smiles,
DTXSID10872715,EPAMED_Water_Set3-10,empty_smiles,
DTXSID70872716,EPAMED_Water_Set3-11,empty_smiles,
DTXSID30872717,EPAMED_Water_Set3-12,empty_smiles,
DTXSID90872718,EPAMED_Water_Set3-13,empty_smiles,
DTXSID50872719,EPAMED_Water_Set3-14,empty_smiles,
DTXSID60872720,EPAMED_Water_Set3-15,empty_smiles,
DTXSID20872721,EPAMED_Water_Set3-16,empty_smiles,
DTXSID80872722,EPAMED_Water_Set3-17,empty_smiles,
DTXSID40872723,EPAMED_Water_Set3-18,empty_smiles,
DTXSID00872724,EPAMED_Water_Set3-19,empty_smiles,
DTXSID60872725,EPAMED_Water_Set3-20,empty_smiles,
DTXSID20872726,EPAMED_Water_Set3-21,empty_smiles,
DTXSID80872727,EPAMED_Water_Set3-22,empty_smiles,
DTXSID40872728,EPAMED_Water_Set3-23,empty_smiles,
DTXSID00872729,EPAMED_Water_Set3-24,empty_smiles,
DTXSID10872730,EPAMED_Water_Set3-25,empty_smiles,
DTXSID70872731,EPAMED_Water_Set3-26,empty_smiles,
DTXSID30872732,EPAMED_Water_Set3-27,empty_smiles,
DTXSID90872733,EPAMED_Water_Set3-28,empty_smiles,
DTXSID50872734,EPAMED_Water_Set3-29,empty_smiles,
DTXSID10872735,EPAMED_Water_Set3-30,empty_smiles,
DTXSID70872736,EPAMED_Water_Set3-31,empty_smiles,
DTXSID30872737,EPAMED_Water_Set3-32,empty_smiles,
DTXSID90872738,EPAMED_Water_Set3-33,empty_smiles,
DTXSID50872739,EPAMED_Water_Set3-34,empty_smiles,
DTXSID60872740,EPAMED_Water_Set3-35,empty_smiles,
DTXSID20872741,EPAMED_Water_Set3-36,empty_smiles,
DTXSID80872742,EPAMED_Water_Set3-37,empty_smiles,
DTXSID40872743,EPAMED_Water_Set3-38,empty_smiles,
DTXSID00872744,EPAMED_Water_Set3-39,empty_smiles,
DTXSID60872745,EPAMED_Water_Set3-40,empty_smiles,
DTXSID20872746,EPAMED_Water_Set3-41,empty_smiles,
DTXSID80872747,EPAMED_Water_Set3-42,empty_smiles,
DTXSID40872748,EPAMED_Water_Set3-43,empty_smiles,
DTXSID00872749,EPAMED_Water_Set3-44,empty_smiles,
DTXSID10872750,EPAMED_Water_Set3-45,empty_smiles,
DTXSID70872751,EPAMED_Water_Set3-46,empty_smiles,
DTXSID30872752,EPAMED_Water_Set3-47,empty_smiles,
DTXSID90872753,EPAMED_Water_Set3-48,empty_smiles,
DTXSID50872754,EPAMED_Water_Set3-49,empty_smiles,
DTXSID10872755,EPAMED_Water_Set3-50,empty_smiles,
DTXSID70872756,EPAMED_Water_Set3-51,empty_smiles,
DTXSID30872757,EPAMED_Water_Set3-52,empty_smiles,
DTXSID00903825,EPAMED_Water_Set4-1,empty_smiles,
DTXSID60903826,EPAMED_Water_Set4-2,empty_smiles,
DTXSID20903827,EPAMED_Water_Set4-3,empty_smiles,
DTXSID80903828,EPAMED_Water_Set4-4,empty_smiles,
DTXSID40903829,EPAMED_Water_Set4-5,empty_smiles,
DTXSID50903830,EPAMED_Water_Set4-6,empty_smiles,
DTXSID10903831,EPAMED_Water_Set4-7,empty_smiles,
DTXSID70903832,EPAMED_Water_Set4-8,empty_smiles,
DTXSID30903833,EPAMED_Water_Set4-9,empty_smiles,
DTXSID90903834,EPAMED_Water_Set4-10,empty_smiles,
DTXSID50903835,EPAMED_Water_Set4-11,empty_smiles,
DTXSID10903836,EPAMED_Water_Set4-12,empty_smiles,
DTXSID70903837,EPAMED_Water_Set4-13,empty_smiles,
DTXSID30903838,EPAMED_Water_Set4-14,empty_smiles,
DTXSID90903839,EPAMED_Water_Set4-15,empty_smiles,
DTXSID00903840,EPAMED_Water_Set4-16,empty_smiles,
DTXSID60903841,EPAMED_Water_Set4-17,empty_smiles,
DTXSID20903842,EPAMED_Water_Set4-18,empty_smiles,
DTXSID80903843,EPAMED_Water_Set4-19,empty_smiles,
DTXSID40903844,EPAMED_Water_Set4-20,empty_smiles,
DTXSID00903845,EPAMED_Water_Set4-21,empty_smiles,
DTXSID60903846,EPAMED_Water_Set4-22,empty_smiles,
DTXSID20903847,EPAMED_Water_Set4-23,empty_smiles,
DTXSID80903848,EPAMED_Water_Set4-24,empty_smiles,
DTXSID40903849,EPAMED_Water_Set4-25,empty_smiles,
DTXSID50903850,EPAMED_Water_Set4-26,empty_smiles,
DTXSID10903851,EPAMED_Water_Set4-27,empty_smiles,
DTXSID70903852,EPAMED_Water_Set4-28,empty_smiles,
DTXSID30903853,EPAMED_Water_Set4-29,empty_smiles,
DTXSID90903854,EPAMED_Water_Set4-30,empty_smiles,
DTXSID50903855,EPAMED_Water_Set4-41,empty_smiles,
DTXSID10903856,EPAMED_Water_Set4-42,empty_smiles,
DTXSID70903857,EPAMED_Water_Set4-43,empty_smiles,
DTXSID30903858,EPAMED_Water_Set4-44,empty_smiles,
DTXSID90903859,EPAMED_Water_Set4-45,empty_smiles,
DTXSID00903860,EPAMED_Water_Set5-1,empty_smiles,
DTXSID60903861,EPAMED_Water_Set5-2,empty_smiles,
DTXSID20903862,EPAMED_Water_Set5-3,empty_smiles,
DTXSID80903863,EPAMED_Water_Set5-4,empty_smiles,
DTXSID40903864,EPAMED_Water_Set5-5,empty_smiles,
DTXSID00903865,EPAMED_Water_Set5-6,empty_smiles,
DTXSID60903866,EPAMED_Water_Set5-7,empty_smiles,
DTXSID20903867,EPAMED_Water_Set5-8,empty_smiles,
DTXSID80903868,EPAMED_Water_Set5-9,empty_smiles,
DTXSID40903869,EPAMED_Water_Set5-10,empty_smiles,
DTXSID50903870,EPAMED_Water_Set5-11,empty_smiles,
DTXSID10903871,EPAMED_Water_Set5-12,empty_smiles,
DTXSID70903872,EPAMED_Water_Set5-13,empty_smiles,
DTXSID30903873,EPAMED_Water_Set5-14,empty_smiles,
DTXSID90903874,EPAMED_Water_Set5-15,empty_smiles,
DTXSID50903875,EPAMED_Water_Set5-16,empty_smiles,
DTXSID10903876,EPAMED_Water_Set5-17,empty_smiles,
DTXSID70903877,EPAMED_Water_Set5-18,empty_smiles,
DTXSID30903878,EPAMED_Water_Set5-19,empty_smiles,
DTXSID90903879,EPAMED_Water_Set5-20,empty_smiles,
DTXSID00903880,EPAMED_Water_Set5-21,empty_smiles,
DTXSID60903881,EPAMED_Water_Set5-22,empty_smiles,
DTXSID20903882,EPAMED_Water_Set5-23,empty_smiles,
DTXSID80903883,EPAMED_Water_Set5-24,empty_smiles,
DTXSID40903884,EPAMED_Water_Set5-25,empty_smiles,
DTXSID00903885,EPAMED_Water_Set5-26,empty_smiles,
DTXSID60903886,EPAMED_Water_Set5-27,empty_smiles,
DTXSID20903887,EPAMED_Water_Set5-28,empty_smiles,
DTXSID80903888,EPAMED_Water_Set5-29,empty_smiles,
DTXSID40903889,EPAMED_Water_Set5-30,empty_smiles,
DTXSID50903890,EPAMED_Water_Set5-31,empty_smiles,
DTXSID10903891,EPAMED_Water_Set5-32,empty_smiles,
DTXSID70903892,EPAMED_Water_Set5-33,empty_smiles,
DTXSID30903893,EPAMED_Water_Set5-34,empty_smiles,
DTXSID90903894,EPAMED_Water_Set5-35,empty_smiles,
DTXSID50903895,EPAMED_Water_Set5-36,empty_smiles,
DTXSID10903896,EPAMED_Water_Set5-37,empty_smiles,
DTXSID401339551,AFFF Solberg Unfractionated (1X),empty_smiles,
DTXSID801339553,AFFF Solberg F1 (1X),empty_smiles,
DTXSID501339554,AFFF Solberg F2 (1X),empty_smiles,
DTXSID201339555,AFFF Solberg F3 (1X),empty_smiles,
DTXSID901339556,AFFF Solberg F1 (0.33X) + F2 (0.33X) + F3 (0.33X),empty_smiles,
DTXSID601339557,AFFF Solberg F1 (0.5X) +  F2 (0.5X),empty_smiles,
DTXSID301339558,AFFF Solberg F1 (0.5X) + F3 (0.5X),empty_smiles,
DTXSID001339559,AFFF Solberg F2(0.5X) + F3(0.5X),empty_smiles,
DTXSID301339560,AFFF Solberg H20 blank,empty_smiles,
DTXSID201339593,AFFF Solberg F1 blank,empty_smiles,
DTXSID601339595,AFFF Solberg F2 blank,empty_smiles,
DTXSID701339598,AFFF Solberg F3 blank,empty_smiles,
DTXSID201351484,Propylparaben; 2-(Phenylmethylene)octanal (33:67),empty_smiles,
DTXSID901351485,Propylparaben; 2-(Phenylmethylene)octanal (67:33),empty_smiles,
DTXSID101351786,Propylparaben; Butylated hydroxytoluene (33:67),empty_smiles,
DTXSID801351787,Propylparaben; Butylated hydroxytoluene (67:33),empty_smiles,
DTXSID501351788,2-(Phenylmethylene)octanal; Butylated hydroxytoluene (33:67),empty_smiles,
DTXSID201351789,2-(Phenylmethylene)octanal; Butylated hydroxytoluene (67:33),empty_smiles,
DTXSID501351790,Citric acid; Butylated hydroxytoluene (33:67),empty_smiles,
DTXSID201351791,Citric acid; Butylated hydroxytoluene (67:33),empty_smiles,
DTXSID601351793,Dodecanoic acid; Propylparaben (67:33),empty_smiles,
DTXSID301351794,Dodecanoic acid; Propylparaben (33:67),empty_smiles,
DTXSID001351795,1-Phenyl-3-methyl-5-pyrazolone; Propylparaben (33:67),empty_smiles,
DTXSID701351796,1-Phenyl-3-methyl-5-pyrazolone; Propylparaben (67:33),empty_smiles,
DTXSID101351798,Propylparaben; Bisphenol A (50:50),empty_smiles,
DTXSID801351799,Propylparaben and Triclosan (50:50),empty_smiles,
DTXSID301351801,Propylparaben; Rifampicin (50:50),empty_smiles,
DTXSID001351802,2-(Phenylmethylene)octanal; Bisphenol A (50:50),empty_smiles,
DTXSID701351803,2-(Phenylmethylene)octanal and Triclosan (50:50),empty_smiles,
DTXSID401351804,2-(Phenylmethylene)octanal; Pioglitazone hydrochloride (50:50),empty_smiles,
DTXSID101351805,2-(Phenylmethylene)octanal; Bexarotene (50:50),empty_smiles,
DTXSID801351806,Citric acid; Bexarotene (50:50),empty_smiles,
DTXSID501351807,Butylated hydroxytoluene; Bexarotene (50:50),empty_smiles,
DTXSID0020072,4-Biphenylamine hydrochloride,duplicate_canonical_structure,DTXSID5020071
DTXSID9020087,(E)-Anethole,duplicate_canonical_structure,DTXSID4020086
DTXSID3020091,Aniline hydrochloride,duplicate_canonical_structure,DTXSID8020090
DTXSID5020106,L-Ascorbic acid,duplicate_canonical_structure,DTXSID0020105
DTXSID7020138,Benzidine dihydrochloride,duplicate_canonical_structure,DTXSID2020137
DTXSID6020143,Benzoic acid,duplicate_canonical_structure,DTXSID1020140
DTXSID4020296,4-Chloroaniline hydrochloride,duplicate_canonical_structure,DTXSID9020295
DTXSID3020332,Citric acid,duplicate_canonical_structure,DTXSID5020079
DTXSID1020433,"3,3'-Dichlorobenzidine dihydrochloride",duplicate_canonical_structure,DTXSID6020432
DTXSID6020513,"Dimethyldithiocarbamic acid, dimethylamine",duplicate_canonical_structure,DTXSID2020345
DTXSID6020561,Endrin,duplicate_canonical_structure,DTXSID9020453
DTXSID5020570,Sodium erythorbate,duplicate_canonical_structure,DTXSID0020105
DTXSID8020624,Ferbam,duplicate_canonical_structure,DTXSID2020345
DTXSID7020685,beta-Hexachlorocyclohexane,duplicate_canonical_structure,DTXSID2020684
DTXSID2020686,Lindane,duplicate_canonical_structure,DTXSID2020684
DTXSID7020687,"1,2,3,4,5,6-Hexachlorocyclohexane",duplicate_canonical_structure,DTXSID2020684
DTXSID8020709,4-Hydrazinobenzoic acid hydrochloride,duplicate_canonical_structure,DTXSID3020708
DTXSID9020794,Maneb,duplicate_canonical_structure,DTXSID5020603
DTXSID4020828,4-Methoxyphenol,duplicate_canonical_structure,DTXSID7020215
DTXSID4021139,"1,3-Benzenediamine dihydrochloride",duplicate_canonical_structure,DTXSID4021137
DTXSID8021141,"1,4-Benzenediamine dihydrochloride",duplicate_canonical_structure,DTXSID9021138
DTXSID3021148,Phenylhydrazine hydrochloride,duplicate_canonical_structure,DTXSID8021147
DTXSID3021190,Procarbazine hydrochloride,duplicate_canonical_structure,DTXSID4021189
DTXSID9021219,Quercetin dihydrate,duplicate_canonical_structure,DTXSID4021218
DTXSID5021253,Sodium saccharin,duplicate_canonical_structure,DTXSID5021251
DTXSID0021331,Tetrakis(hydroxymethyl)phosphonium sulfate,duplicate_canonical_structure,DTXSID5021330
DTXSID9021342,Bithionol,duplicate_canonical_structure,DTXSID8021270
DTXSID5021419,L-Tryptophan,duplicate_canonical_structure,DTXSID0021418
DTXSID2021446,Xylenes,duplicate_canonical_structure,DTXSID7021360
DTXSID5021461,Zinc(II) acetate dihydrate,duplicate_canonical_structure,DTXSID4020327
DTXSID0021462,Zinc dibutyldithiocarbamate,duplicate_canonical_structure,DTXSID2020927
DTXSID5021463,Zinc diethyldithiocarbamate,duplicate_canonical_structure,DTXSID3021275
DTXSID3021518,Fumaric acid,duplicate_canonical_structure,DTXSID8021517
DTXSID8021725,Nicotine sulfate (2:1),duplicate_canonical_structure,DTXSID1020930
DTXSID6021872,4-Methylbenzenamine,duplicate_canonical_structure,DTXSID2021365
DTXSID7021992,Sodium saccharin hydrate,duplicate_canonical_structure,DTXSID5021251
DTXSID1022138,trans-Hex-3-en-1-ol,duplicate_canonical_structure,DTXSID6022137
DTXSID1022180,"(1R,2S,5R)-(-)-Menthol",duplicate_canonical_structure,DTXSID1020805
DTXSID0022307,Chloromethyl styrene,duplicate_canonical_structure,DTXSID0020153
DTXSID8022371,Testosterone,duplicate_canonical_structure,DTXSID8022329
DTXSID8022377,17alpha-Estradiol,duplicate_canonical_structure,DTXSID0020573
DTXSID6022420,Dopamine,duplicate_canonical_structure,DTXSID7020550
DTXSID4022521,Diisononyl phthalate,duplicate_canonical_structure,DTXSID1021956
DTXSID4022602,Ampicillin,duplicate_canonical_structure,DTXSID9020083
DTXSID5022643,Barbital,duplicate_canonical_structure,DTXSID3020128
DTXSID3022667,Betamethasone,duplicate_canonical_structure,DTXSID3020384
DTXSID1022687,Bromocriptine,duplicate_canonical_structure,DTXSID6020197
DTXSID1022843,Clomiphene,duplicate_canonical_structure,DTXSID8020337
DTXSID3022902,Dexamethasone dipropionate,duplicate_canonical_structure,DTXSID2022672
DTXSID3022904,Dexamethasone valerate,duplicate_canonical_structure,DTXSID7022673
DTXSID4022949,Diphenhydramine,duplicate_canonical_structure,DTXSID4020537
DTXSID3022956,Sodium diethyldithiocarbamate,duplicate_canonical_structure,DTXSID3021275
DTXSID5022980,Emetine,duplicate_canonical_structure,DTXSID7020558
DTXSID8023054,Flecainide,duplicate_canonical_structure,DTXSID8020626
DTXSID7023067,Fluoxetine,duplicate_canonical_structure,DTXSID7020635
DTXSID0023088,D-​Galactose,duplicate_canonical_structure,DTXSID7022910
DTXSID4023177,13-cis Retinoic acid,duplicate_canonical_structure,DTXSID7021239
DTXSID7023192,Lactic acid,duplicate_canonical_structure,DTXSID0020236
DTXSID5023295,(-)-Methyldopa,duplicate_canonical_structure,DTXSID5020863
DTXSID4023412,Oxytetracycline dihydrate,duplicate_canonical_structure,DTXSID5021097
DTXSID0023458,Phenoxybenzamine,duplicate_canonical_structure,DTXSID0021127
DTXSID7023518,Promethazine,duplicate_canonical_structure,DTXSID3021192
DTXSID9023542,Pyrilamine,duplicate_canonical_structure,DTXSID4021216
DTXSID5023588,D-Glucitol,duplicate_canonical_structure,DTXSID1023235
DTXSID0023589,Sotalol,duplicate_canonical_structure,DTXSID8021278
DTXSID6023600,Strychnine,duplicate_canonical_structure,DTXSID8021721
DTXSID7023645,Tetracycline,duplicate_canonical_structure,DTXSID6021321
DTXSID3023718,Triprolidine,duplicate_canonical_structure,DTXSID0021410
DTXSID2023775,Diphenylhydantoin sodium,duplicate_canonical_structure,DTXSID8020541
DTXSID7023853,Acifluorfen sodium,duplicate_canonical_structure,DTXSID0020022
DTXSID5023877,2-Anisidine,duplicate_canonical_structure,DTXSID8020092
DTXSID1023996,Cyclohexylamine,duplicate_canonical_structure,DTXSID0020361
DTXSID5024001,Dalapon-sodium,duplicate_canonical_structure,DTXSID2021575
DTXSID7024031,"(E)-1,2-Dichloroethylene",duplicate_canonical_structure,DTXSID2024030
DTXSID5024059,"3,3'-Dimethylbenzidine",duplicate_canonical_structure,DTXSID6020511
DTXSID5024134,delta-Hexachlorocyclohexane,duplicate_canonical_structure,DTXSID2020684
DTXSID6024331,Thallium(I) acetate,duplicate_canonical_structure,DTXSID4020327
DTXSID3024364,Cresol,duplicate_canonical_structure,DTXSID5021124
DTXSID5024394,Acetic acid,duplicate_canonical_structure,DTXSID4020327
DTXSID7024532,4-Methoxybenzenamine,duplicate_canonical_structure,DTXSID3020093
DTXSID6024701,tert-Butylphenyl diphenyl phosphate,duplicate_canonical_structure,DTXSID1021952
DTXSID4024721,D-Camphor,duplicate_canonical_structure,DTXSID8022036
DTXSID9024726,Carbamide peroxide,duplicate_canonical_structure,DTXSID4021426
DTXSID7024827,Chlorpromazine hydrochloride,duplicate_canonical_structure,DTXSID0022808
DTXSID1024835,3-Phenylprop-2-enal,duplicate_canonical_structure,DTXSID6024834
DTXSID4024858,"m,p-Cresol mixture",duplicate_canonical_structure,DTXSID5021124
DTXSID3024861,Cresyl diphenyl phosphate,duplicate_canonical_structure,DTXSID1021952
DTXSID5024891,Cytarabine hydrochloride,duplicate_canonical_structure,DTXSID3022877
DTXSID0024896,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",duplicate_canonical_structure,DTXSID0020442
DTXSID8024991,"1,2-Dichloroethylene",duplicate_canonical_structure,DTXSID2024030
DTXSID3024994,Sodium dichloroisocyanurate,duplicate_canonical_structure,DTXSID8024993
DTXSID9025087,Dimenhydrinate,duplicate_canonical_structure,DTXSID4020537
DTXSID3025091,C.I. Disperse Black 6,duplicate_canonical_structure,DTXSID1020485
DTXSID7025130,Dimethylnaphthalene,duplicate_canonical_structure,DTXSID8020913
DTXSID2025216,Divinylbenzene,duplicate_canonical_structure,DTXSID2021284
DTXSID6025436,8-Hydroxyquinoline sulfate,duplicate_canonical_structure,DTXSID5020730
DTXSID9025451,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",duplicate_canonical_structure,DTXSID4021769
DTXSID6025486,Isoproterenol hydrochloride,duplicate_canonical_structure,DTXSID4023175
DTXSID6025513,Malachite green oxalate,duplicate_canonical_structure,DTXSID1025512
DTXSID0025600,Methylene Blue trihydrate,duplicate_canonical_structure,DTXSID0023296
DTXSID3025881,"1,2-Phenylenediamine",duplicate_canonical_structure,DTXSID3021140
DTXSID7025895,"N-Phenyl-1,4-benzenediamine",duplicate_canonical_structure,DTXSID9021132
DTXSID8025961,Propionic acid,duplicate_canonical_structure,DTXSID7021996
DTXSID5025998,Retinal,duplicate_canonical_structure,DTXSID0025997
DTXSID1026035,Sodium 2-mercaptobenzothiolate,duplicate_canonical_structure,DTXSID1020807
DTXSID4026050,trans-Stilbene,duplicate_canonical_structure,DTXSID5026049
DTXSID1026164,2-Methylaniline,duplicate_canonical_structure,DTXSID7021364
DTXSID0026171,Tolyltriazole,duplicate_canonical_structure,DTXSID6020147
DTXSID5026178,Potassium dichloroisocyanurate,duplicate_canonical_structure,DTXSID8024993
DTXSID9026219,Triethanolamine stearate,duplicate_canonical_structure,DTXSID8021642
DTXSID9026267,Trixylyl phosphate,duplicate_canonical_structure,DTXSID1021952
DTXSID6026292,Vinyltoluene,duplicate_canonical_structure,DTXSID2021284
DTXSID3026302,Sodium xylenesulfonate,duplicate_canonical_structure,DTXSID9024568
DTXSID8026305,"2,4-Dimethylaniline",duplicate_canonical_structure,DTXSID2021448
DTXSID7026368,Salicylic acid,duplicate_canonical_structure,DTXSID5021708
DTXSID6026373,Cobalt(II) acetate,duplicate_canonical_structure,DTXSID4020327
